North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",26y 309d,138 (70-1-67 51.09%),150 (1.09),←,
14,"Armstrong, Matt",28y 30d,133 (53-0-80 39.85%),72 (0.54),1 (1-0-0 100.00%),1 (1.00)
12,"Blakey, John",28y 250d,177 (77-0-100 43.50%),49 (0.28),42 (25-0-17 59.52%),11 (0.26)
9,"Campbell, Warren",20y 163d,12 (7-0-5 58.33%),13 (1.08),←,
16,"Capuano, Mathew",19y 210d,4 (2-0-2 50.00%),1 (0.25),←,
18,"Carey, Wayne",23y 308d,99 (55-0-44 55.56%),241 (2.43),←,
26,"Ishchenko, Alex",30y 345d,134 (60-0-74 44.78%),37 (0.28),62 (34-0-28 54.84%),12 (0.19)
34,"King, David",23y 24d,20 (11-0-9 55.00%),4 (0.20),←,
7,"Laidley, Dani",28y 4d,94 (55-1-38 59.04%),12 (0.13),42 (26-0-16 61.90%),1 (0.02)
35,"Longmire, John",24y 90d,134 (66-1-67 49.63%),438 (3.27),←,
4,"Martyn, Mick",26y 212d,135 (68-1-66 50.74%),11 (0.08),←,
31,"McKernan, Corey",21y 102d,23 (15-0-8 65.22%),22 (0.96),←,
13,"Nichols, Trent",25y 358d,80 (30-1-49 38.13%),80 (1.00),20 (13-0-7 65.00%),31 (1.55)
20,"Reynolds, Keenan",26y 83d,75 (42-0-33 56.00%),35 (0.47),1 (1-0-0 100.00%),
22,"Roberts, Mark",29y 276d,122 (54-0-68 44.26%),98 (0.80),45 (28-0-17 62.22%),79 (1.76)
3,"Rock, Anthony",24y 183d,89 (50-0-39 56.18%),76 (0.85),←,
2,"Schwass, Wayne",26y 124d,123 (62-0-61 50.41%),68 (0.55),←,
8,"Scott, Robert",26y 30d,133 (76-1-56 57.52%),164 (1.23),1 (1-0-0 100.00%),
24,"Sholl, Craig",27y 91d,110 (59-0-51 53.64%),20 (0.18),←,
15,"Smith, Ross",30y 56d,197 (96-2-99 49.24%),34 (0.17),←,
10,"Stevens, Anthony",23y 272d,88 (47-0-41 53.41%),34 (0.39),←,
Totals,Totals,25y 289d,2120 (1055-8-1057 49.76%),1659 (0.78),,
C,"Pagan, Denis",47y 188d,46 (28-0-18 60.87%),,←,
