Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
27,"Bews, Andrew",28y 272d,193 (101-1-91 52.59%),132 (0.68),←,
16,"Brownless, Bill",26y 79d,131 (71-1-59 54.58%),328 (2.50),←,
7,"Couch, Paul",28y 272d,168 (95-0-73 56.55%),142 (0.85),←,
28,"Darcy, Tim",29y 92d,141 (75-0-66 53.19%),63 (0.45),←,
14,"Handley, Steven",22y 268d,28 (19-0-9 67.86%),12 (0.43),←,
42,"Hickmott, Adrian",21y 18d,6 (4-0-2 66.67%),3 (0.50),←,
32,"Hocking, Garry",24y 191d,105 (60-1-44 57.62%),105 (1.00),←,
1,"Hocking, Steve",28y 89d,163 (87-0-76 53.37%),10 (0.06),←,
10,"Hooper, Stephen",23y 343d,16 (10-0-6 62.50%),,←,
43,"Lynch, Paul",19y 181d,1 (1-0-0 100.00%),,←,
12,"Malakellis, Spiro",24y 359d,57 (35-0-22 61.40%),17 (0.30),←,
17,"McGrath, Tim",22y 192d,37 (24-0-13 64.86%),,30 (20-0-10 66.67%),
22,"Neeld, Mark",21y 278d,41 (23-0-18 56.10%),15 (0.37),←,
23,"Pickering, Liam",24y 220d,24 (10-0-14 41.67%),9 (0.38),2 (1-0-1 50.00%),1 (0.50)
15,"Riccardi, Peter",20y 121d,24 (17-0-7 70.83%),20 (0.83),←,
8,"Scott, Robert",24y 47d,107 (60-1-46 56.54%),139 (1.30),←,
37,"Simpson, Sean",23y 1d,42 (26-0-16 61.90%),8 (0.19),35 (25-0-10 71.43%),7 (0.20)
25,"Steele, Darren",27y 4d,123 (50-1-72 41.06%),32 (0.26),4 (2-0-2 50.00%),1 (0.25)
26,"Stoneham, Barry",25y 67d,136 (77-1-58 56.99%),122 (0.90),←,
11,"Tudor, Leigh",23y 204d,9 (4-0-5 44.44%),8 (0.89),1 (1-0-0 100.00%),2 (2.00)
Totals,Totals,24y 183d,1552 (849-6-697 54.70%),1165 (0.75),,
C,"Blight, Malcolm",43y 60d,119 (69-0-50 57.98%),,103 (63-0-40 61.17%),
