Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",24y 179d,86 (52-0-34 60.47%),23 (0.27),←,
21,"Barry, Leo",30y 1d,204 (119-0-85 58.33%),51 (0.25),←,
42,"Bevan, Paul",22y 235d,50 (31-0-19 62.00%),10 (0.20),←,
6,"Bolton, Craig",26y 354d,135 (83-0-52 61.48%),22 (0.16),106 (66-0-40 62.26%),12 (0.11)
24,"Bolton, Jude",27y 66d,172 (95-1-76 55.52%),82 (0.48),←,
32,"Buchanan, Amon",24y 222d,78 (47-0-31 60.26%),36 (0.46),←,
2,"Davis, Nick",27y 51d,152 (78-0-74 51.32%),206 (1.36),81 (48-0-33 59.26%),121 (1.49)
26,"Dempster, Sean",23y 120d,44 (30-0-14 68.18%),6 (0.14),←,
10,"Everitt, Peter",33y 17d,260 (97-2-161 37.69%),373 (1.43),8 (4-0-4 50.00%),6 (0.75)
12,"Fosdike, Nic",27y 83d,148 (80-1-67 54.39%),60 (0.41),←,
37,"Goodes, Adam",27y 132d,194 (107-1-86 55.41%),195 (1.01),←,
1,"Hall, Barry",30y 101d,212 (107-2-103 50.94%),515 (2.43),124 (73-1-50 59.27%),371 (2.99)
16,"Jolly, Darren",25y 195d,105 (57-0-48 54.29%),29 (0.28),57 (37-0-20 64.91%),18 (0.32)
17,"Kennelly, Tadhg",25y 323d,129 (80-0-49 62.02%),29 (0.22),←,
31,"Kirk, Brett",30y 207d,156 (89-1-66 57.37%),61 (0.39),←,
9,"Malceski, Nick",22y 278d,30 (23-0-7 76.67%),15 (0.50),←,
4,"Mathews, Ben",28y 172d,181 (100-1-80 55.52%),39 (0.22),←,
3,"McVeigh, Jarrad",22y 43d,66 (40-0-26 60.61%),34 (0.52),←,
5,"OKeefe, Ryan",26y 116d,126 (75-0-51 59.52%),137 (1.09),←,
19,"OLoughlin, Michael",30y 89d,255 (147-2-106 58.04%),435 (1.71),←,
25,"Richards, Ted",24y 129d,64 (38-0-26 59.38%),23 (0.36),31 (19-0-12 61.29%),4 (0.13)
13,"Schneider, Adam",23y 8d,84 (52-0-32 61.90%),78 (0.93),←,
Totals,Totals,26y 192d,2931 (1627-11-1293 55.51%),2459 (0.84),,
C,"Roos, Paul",43y 327d,117 (73-0-44 62.39%),,←,
