Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
11,"Doughty, Michael",30y 9d,162 (99-0-63 61.11%),42 (0.26),←,
26,"Douglas, Richard",22y 189d,54 (30-0-24 55.56%),34 (0.63),←,
9,"Edwards, Tyson",33y 8d,307 (169-0-138 55.05%),189 (0.62),←,
36,"Goodwin, Simon",32y 231d,255 (145-0-110 56.86%),159 (0.62),←,
37,"Hentschel, Trent",26y 232d,64 (40-0-24 62.50%),88 (1.38),←,
18,"Johncock, Graham",26y 297d,165 (93-0-72 56.36%),91 (0.55),←,
21,"Knights, Chris",22y 323d,66 (39-0-27 59.09%),43 (0.65),←,
20,"Maric, Ivan",23y 222d,46 (28-0-18 60.87%),18 (0.39),←,
23,"McLeod, Andrew",33y 10d,324 (178-0-146 54.94%),265 (0.82),←,
22,"Otten, Andy",20y 91d,22 (13-0-9 59.09%),1 (0.05),←,
40,"Porplyzia, Jason",24y 260d,64 (40-0-24 62.50%),99 (1.55),←,
3,"Reilly, Brent",25y 275d,109 (63-0-46 57.80%),42 (0.39),←,
25,"Rutten, Ben",26y 78d,122 (76-0-46 62.30%),5 (0.04),←,
29,"Sellar, James",20y 143d,8 (5-0-3 62.50%),,←,
12,"Shirley, Robert",29y 66d,149 (85-0-64 57.05%),28 (0.19),←,
31,"Sloane, Rory",19y 150d,1 (1-0-0 100.00%),,←,
27,"Stevens, Scott",27y 211d,120 (63-1-56 52.92%),82 (0.68),95 (53-0-42 55.79%),65 (0.68)
15,"Symes, Brad",24y 160d,52 (27-0-25 51.92%),6 (0.12),32 (19-0-13 59.38%),4 (0.13)
5,"Thompson, Scott",26y 153d,151 (88-0-63 58.28%),103 (0.68),112 (70-0-42 62.50%),86 (0.77)
4,"Tippett, Kurt",22y 98d,39 (22-0-17 56.41%),59 (1.51),←,
7,"van Berlo, Nathan",23y 69d,95 (58-0-37 61.05%),26 (0.27),←,
17,"Vince, Bernie",23y 316d,51 (32-0-19 62.75%),27 (0.53),←,
Totals,Totals,25y 246d,2426 (1394-1-1031 57.46%),1407 (0.58),,
C,"Craig, Neil",53y 215d,124 (76-0-48 61.29%),,←,
