Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",9,5,3,12,1,,,1.0,,,,,,1.0,,,,,,,,,
17,"Arceri, Mark",21,6,11,32,3,3.0,,1.0,,,,,2.0,,,,,,,,,,
37,"Bassett, Adrian",11,5,5,16,,1.0,,,,,,,2.0,1.0,,,,,,,,,
21,"Bradley, Craig",21,7,8,29,,,,2.0,,,,,,,,,,,,,,,
40,"Cavedon, Andrew",1,,2,3,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
35,"Dean, Peter",2,2,4,6,,,,3.0,,,,,2.0,,,,,,,,,,
3,"Dennis, Richard",10,6,3,13,2,3.0,,1.0,,,,,2.0,2.0,,,,,,,,,
6,"Dorotich, Jon",5,3,4,9,,,,,,,,,,1.0,,,,,,,,,
9,"Edgar, Stephen",10,,4,14,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Fotia, Dominic",12,2,5,17,,,,3.0,,,,,3.0,2.0,,,,,,,,,
13,"Hanna, Mil",6,5,7,13,,2.0,,3.0,,,,,,,,,,,,,,,
25,"Herman, Ian",12,5,9,21,1,,,4.0,,,,,1.0,2.0,,,,,,,,,
28,"Kernahan, David",13,5,3,16,,,,,,,,,1.0,1.0,,,,,,,,,
4,"Kernahan, Stephen",13,13,3,16,2,3.0,3.0,2.0,,,,,,3.0,,,,,,,,,
44,"Madden, Justin",6,7,9,15,,,15.0,2.0,,,,,3.0,3.0,,,,,,,,,
23,"Meldrum, Paul",15,5,11,26,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
30,"Murphy, Fraser",2,,4,6,,,,1.0,,,,,,1.0,,,,,,,,,
7,"Ratten, Brett",8,2,12,20,,,,4.0,,,,,1.0,2.0,,,,,,,,,
36,"Rieniets, Tim",19,11,7,26,,,,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Silvagni, Stephen",15,9,8,23,2,1.0,,3.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,98,122,333,13,16.0,19.0,36.0,,,,,22.0,23.0,,,,,,,,,
Opposition,Opposition,212,84,100,312,17,13.0,17.0,20.0,,,,,23.0,22.0,6.0,,,,,,,,
