Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
9,"Cuthbertson, Darren",23y 101d,30 (13-1-16 45.00%),39 (1.30),←,
23,"Dyson, Kevin",26y 74d,29 (15-0-14 51.72%),12 (0.41),←,
20,"Febey, Matthew",23y 332d,23 (11-0-12 47.83%),13 (0.57),←,
21,"Febey, Steven",23y 332d,103 (58-0-45 56.31%),17 (0.17),←,
24,"Gilbert, Phil",23y 244d,11 (5-0-6 45.45%),1 (0.09),←,
14,"Grinter, Rod",28y 52d,122 (66-1-55 54.51%),51 (0.42),←,
30,"Hopgood, Paul",19y 361d,12 (7-0-5 58.33%),1 (0.08),←,
7,"Kowal, Darren",21y 29d,15 (8-0-7 53.33%),16 (1.07),←,
16,"Lovell, Andy",22y 354d,72 (33-1-38 46.53%),83 (1.15),←,
17,"Lovett, Brett",27y 58d,155 (89-1-65 57.74%),19 (0.12),←,
6,"Lovett, Glenn",23y 359d,62 (28-0-34 45.16%),36 (0.58),←,
3,"Lyon, Garry",25y 307d,143 (85-1-57 59.79%),197 (1.38),←,
38,"Neitz, David",18y 176d,15 (7-0-8 46.67%),14 (0.93),←,
25,"Norrish, Jason",21y 172d,3 (2-0-1 66.67%),1 (0.33),←,
29,"Obst, Andrew",28y 332d,67 (37-0-30 55.22%),37 (0.55),←,
41,"Rohde, Peter",28y 240d,136 (81-1-54 59.93%),20 (0.15),90 (47-1-42 52.78%),14 (0.16)
18,"Stretch, Steven",29y 193d,161 (88-1-72 54.97%),66 (0.41),←,
11,"Stynes, Jim",27y 85d,148 (85-1-62 57.77%),98 (0.66),←,
2,"Tingay, Stephen",22y 338d,72 (41-0-31 56.94%),34 (0.47),←,
12,"Viney, Todd",27y 109d,113 (58-1-54 51.77%),52 (0.46),←,
Totals,Totals,24y 267d,1492 (817-9-666 54.76%),807 (0.54),,
C,"Balme, Neil",41y 183d,15 (7-0-8 46.67%),,←,
