Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",19y 180d,10 (4-0-6 40.00%),4 (0.40),←,
12,"Akermanis, Jason",28y 79d,221 (139-4-78 63.80%),277 (1.25),183 (116-3-64 64.21%),233 (1.27)
20,"Black, Simon",26y 41d,156 (107-1-48 68.91%),107 (0.69),←,
16,"Brown, Jonathan",23y 197d,96 (73-0-23 76.04%),137 (1.43),←,
30,"Copeland, Robert",23y 353d,85 (62-0-23 72.94%),18 (0.21),←,
39,"Drummond, Josh",22y 25d,1 (1-0-0 100.00%),,←,
2,"Johnson, Chris",28y 349d,230 (115-3-112 50.65%),153 (0.67),171 (108-3-60 64.04%),86 (0.50)
44,"Lappin, Nigel",28y 327d,248 (148-4-96 60.48%),165 (0.67),187 (116-3-68 62.83%),125 (0.67)
23,"Leppitsch, Justin",29y 225d,217 (130-4-83 60.83%),193 (0.89),173 (108-3-62 63.29%),135 (0.78)
9,"McGrath, Ashley",21y 359d,58 (37-1-20 64.66%),32 (0.55),←,
25,"McLaren, Dylan",23y 6d,37 (26-0-11 70.27%),5 (0.14),←,
21,"Merrett, Daniel",20y 153d,3 (1-0-2 33.33%),2 (0.67),←,
15,"Michael, Mal",27y 324d,166 (96-1-69 58.13%),26 (0.16),105 (75-1-29 71.90%),3 (0.03)
10,"Moody, Matthew",19y 233d,3 (2-0-1 66.67%),3 (1.00),←,
8,"Notting, Tim",26y 205d,120 (83-1-36 69.58%),99 (0.82),←,
13,"Pike, Martin",32y 181d,246 (144-1-101 58.74%),126 (0.51),105 (74-1-30 70.95%),67 (0.64)
6,"Power, Luke",25y 126d,142 (94-1-47 66.55%),154 (1.08),←,
5,"Scott, Brad",29y 11d,138 (82-2-54 60.14%),42 (0.30),116 (74-2-40 64.66%),36 (0.31)
22,"Scott, Chris",29y 11d,208 (125-3-80 60.82%),79 (0.38),153 (98-2-53 64.71%),56 (0.37)
28,"Selwood, Troy",21y 13d,6 (2-0-4 33.33%),,←,
29,"Sherman, Justin",18y 108d,5 (2-0-3 40.00%),7 (1.40),←,
3,"Voss, Michael",29y 311d,254 (153-2-99 60.63%),233 (0.92),175 (115-1-59 66.00%),161 (0.92)
Totals,Totals,25y 90d,2650 (1626-28-996 61.36%),1862 (0.70),,
C,"Matthews, Leigh",53y 74d,382 (234-6-142 62.04%),,158 (109-1-48 69.30%),
