Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"AhMat, Robert",4,1,6.0,10,,1.0,,2.0,,2.0,,,,,,4.0,6,,,1.0,,,
15,"Allison, Brett",5,1,,5,1.0,,,,,2.0,1.0,,,,,1.0,4,,,,,,
27,"Ball, Jason",3,2,3.0,6,1.0,,4.0,,2.0,1.0,1.0,,,1.0,,3.0,3,,1.0,,,,
21,"Barry, Leo",7,4,9.0,16,2.0,,,1.0,3.0,2.0,1.0,2.0,,1.0,,4.0,12,,2.0,,2.0,,
24,"Bolton, Jude",13,1,8.0,21,2.0,,1.0,2.0,,7.0,4.0,2.0,1.0,3.0,,8.0,11,1.0,,3.0,1.0,,
17,"Bomford, Andrew",7,2,5.0,12,,1.0,,1.0,2.0,3.0,2.0,1.0,,1.0,,2.0,10,,,,,,
8,"Cresswell, Daryn",11,4,19.0,30,1.0,,,1.0,4.0,1.0,15.0,4.0,1.0,1.0,,16.0,14,,1.0,,1.0,,
28,"Crouch, Jared",7,1,5.0,12,,,,,5.0,,1.0,2.0,2.0,,,5.0,9,,,1.0,1.0,,
6,"Dunkley, Andrew",5,7,10.0,15,,,,,2.0,,,2.0,1.0,,,5.0,10,1.0,,4.0,,,
12,"Fosdike, Nic",10,2,2.0,12,1.0,,,4.0,2.0,2.0,2.0,3.0,,2.0,,3.0,9,,1.0,1.0,6.0,,
37,"Goodes, Adam",5,6,6.0,11,1.0,,1.0,2.0,1.0,,,1.0,,1.0,,4.0,7,1.0,1.0,,,,
34,"Luff, Troy",5,5,3.0,8,,1.0,,,3.0,1.0,,1.0,,,,1.0,8,1.0,1.0,2.0,1.0,,
36,"Mathews, Ben",6,1,7.0,13,,,,,3.0,2.0,,,,,,7.0,6,1.0,,1.0,1.0,,
11,"Maxfield, Stuart",7,1,1.0,8,1.0,1.0,,1.0,2.0,3.0,,1.0,,,,3.0,5,,1.0,1.0,2.0,,
16,"OConnor, Ryan",4,3,3.0,7,,,9.0,,1.0,2.0,,3.0,,2.0,,,8,,,,,,
39,"OKeefe, Ryan",5,2,,5,,,,1.0,1.0,1.0,,1.0,,,,1.0,4,,,,,,
19,"OLoughlin, Michael",19,6,6.0,25,1.0,,,2.0,3.0,5.0,3.0,3.0,3.0,,,8.0,17,,2.0,,,,
22,"Saddington, Jason",8,4,4.0,12,,,,,4.0,1.0,2.0,2.0,2.0,,,4.0,6,1.0,,,,,
25,"Schauble, Andrew",8,5,10.0,18,,,1.0,1.0,1.0,,1.0,4.0,1.0,2.0,,6.0,10,1.0,1.0,,3.0,,
2,"Schwass, Wayne",16,3,7.0,23,1.0,2.0,,1.0,1.0,6.0,4.0,2.0,2.0,,,7.0,15,2.0,1.0,2.0,2.0,,
1,"Stafford, Greg",6,7,6.0,12,,1.0,19.0,3.0,,5.0,2.0,1.0,1.0,3.0,,4.0,8,1.0,1.0,,,,
20,"Stevens, John",6,1,5.0,11,,,,2.0,,3.0,1.0,,1.0,1.0,,4.0,6,,,1.0,4.0,,
Totals,Totals,167,69,125.0,292,12.0,7.0,35.0,24.0,40.0,49.0,40.0,35.0,15.0,18.0,,100.0,188,10.0,13.0,17.0,24.0,,
Opposition,Opposition,222,106,112.0,334,21.0,11.0,22.0,15.0,34.0,70.0,44.0,34.0,18.0,15.0,6.0,117.0,213,11.0,23.0,20.0,7.0,,
