Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ambrose, Patrick",5,4,1,6,,,,1.0,2.0,,,1.0,,1.0,,3.0,4.0,2.0,,7.0,,,76.0
12,"Baguley, Mark",6,2,3,9,2,,,5.0,,2.0,1.0,,1.0,,,4.0,5.0,1.0,,1.0,,,89.0
16,"Begley, Josh",10,4,5,15,,,,3.0,1.0,1.0,,4.0,1.0,,,4.0,11.0,,1.0,1.0,,,82.0
2,"Bellchambers, Tom",,2,2,2,,,39.0,3.0,3.0,,1.0,4.0,,4.0,,,3.0,,,1.0,,,78.0
37,"Clarke, Dylan",10,4,13,23,,,,10.0,1.0,5.0,6.0,5.0,1.0,,,9.0,14.0,,1.0,2.0,,,82.0
10,"Francis, Aaron",2,1,6,8,,,,2.0,1.0,1.0,,2.0,,,,5.0,4.0,1.0,,1.0,,1.0,86.0
35,"Guelfi, Matt",13,5,9,22,,,,7.0,2.0,2.0,1.0,4.0,,,,8.0,14.0,,1.0,4.0,,,65.0
21,"Heppell, Dyson",17,5,19,36,1,,,2.0,2.0,5.0,7.0,3.0,1.0,1.0,3.0,22.0,14.0,,1.0,,,2.0,85.0
26,"Hooker, Cale",16,11,15,31,,,,1.0,6.0,1.0,,4.0,1.0,,,8.0,19.0,1.0,,4.0,,,93.0
18,"Hurley, Michael",19,12,9,28,,,,,9.0,,,1.0,,,1.0,9.0,16.0,4.0,,4.0,,,92.0
4,"Langford, Kyle",10,3,6,16,1,,,4.0,1.0,3.0,3.0,3.0,2.0,2.0,,9.0,8.0,,1.0,3.0,1.0,,77.0
15,"Laverde, Jayden",8,5,4,12,2,2.0,,4.0,,1.0,,2.0,1.0,,,4.0,8.0,1.0,3.0,1.0,,,82.0
43,"McDonald-Tipungwuti, Anthony",8,2,5,13,3,1.0,,7.0,,1.0,2.0,2.0,2.0,1.0,,9.0,4.0,,1.0,,1.0,,75.0
1,"McGrath, Andrew",16,6,16,32,,,,2.0,1.0,4.0,3.0,3.0,,,,11.0,20.0,,,,,2.0,69.0
45,"McKenna, Conor",13,6,12,25,,,,1.0,5.0,3.0,3.0,2.0,1.0,,,5.0,16.0,,,2.0,6.0,,90.0
44,"McKernan, Shaun",8,4,1,9,,1.0,5.0,1.0,1.0,1.0,3.0,5.0,,2.0,,5.0,5.0,2.0,3.0,5.0,,,86.0
41,"McNiece, Ben",9,4,7,16,,,,2.0,5.0,,1.0,1.0,2.0,1.0,,7.0,8.0,,,3.0,,,85.0
7,"Merrett, Zach",13,4,9,22,,1.0,,8.0,1.0,4.0,2.0,5.0,3.0,1.0,,10.0,14.0,,,3.0,,,76.0
3,"Parish, Darcy",16,2,15,31,2,,,3.0,,6.0,11.0,3.0,,1.0,2.0,13.0,17.0,,1.0,1.0,,,79.0
27,"Redman, Mason",16,4,2,18,,,,,3.0,1.0,,2.0,2.0,1.0,,3.0,15.0,1.0,,3.0,,,80.0
42,"Saad, Adam",16,5,3,19,,,,1.0,2.0,3.0,1.0,5.0,,,,1.0,16.0,,,,2.0,,84.0
11,"Zaharakis, David",15,5,10,25,,2.0,,1.0,,6.0,5.0,4.0,,1.0,,12.0,12.0,,1.0,2.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,246,100,172,418,11,8.0,44.0,68.0,46.0,50.0,50.0,65.0,18.0,16.0,6.0,161.0,247.0,13.0,14.0,48.0,10.0,5.0,
Opposition,Opposition,201,67,110,311,4,9.0,43.0,71.0,38.0,50.0,40.0,75.0,16.0,18.0,,143.0,159.0,9.0,9.0,53.0,,4.0,
