Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",11,2,1,12,1,3.0,,,,,,,,,,,,,,,,,
18,"Cameron, Leon",13,3,5,18,,1.0,,1.0,,,,,,1.0,,,,,,,,,
14,"Darcy, Luke",,,,,,,,,,,,,,,,,,,,,,,
3,"Grant, Chris",7,5,8,15,1,,,,,,,,2.0,,,,,,,,,,
1,"Grgic, Ilija",6,1,3,9,1,2.0,4.0,1.0,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",14,2,,14,,,,2.0,,,,,2.0,1.0,,,,,,,,,
6,"Johnson, Brad",12,3,7,19,,,,2.0,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",7,1,5,12,,,,1.0,,,,,,,,,,,,,,,
12,"Koster, Kym",9,4,9,18,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
39,"Liberatore, Tony",15,1,13,28,,2.0,,5.0,,,,,1.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",1,,,1,1,,,1.0,,,,,,,,,,,,,,,
44,"Osborne, Richard",7,4,,7,5,1.0,,1.0,,,,,,2.0,,,,,,,,,
22,"Quill, Peter",11,2,2,13,1,2.0,,2.0,,,,,3.0,,,,,,,,,,
11,"Romero, Jose",14,8,5,19,,1.0,,4.0,,,,,3.0,,,,,,,,,,
38,"Sir, Sedat",1,1,1,2,,,,1.0,,,,,,,,,,,,,,,
5,"Smith, Rohan",8,1,5,13,,,,3.0,,,,,1.0,3.0,1.0,,,,,,,,
8,"Southern, Daniel",6,5,7,13,,,1.0,,,,,,,1.0,,,,,,,,,
17,"Standfield, Barry",2,,1,3,,,,,,,,,,2.0,,,,,,,,,
24,"Wallis, Stephen",4,,,4,,,,,,,,,,1.0,,,,,,,,,
7,"West, Scott",15,2,9,24,2,1.0,,2.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",4,5,10,14,,,18.0,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,50,91,258,12,15.0,23.0,29.0,,,,,16.0,18.0,1.0,,,,,,,,
Opposition,Opposition,187,67,124,311,15,15.0,18.0,37.0,,,,,18.0,16.0,5.0,,,,,,,,
