Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
14,"Bergman, Miles",23y 246d,97 (60-0-37 61.86%),23 (0.24),←,
7,"Burgoyne, Jase",21y 341d,50 (25-0-25 50.00%),10 (0.20),←,
3,"Burton, Ryan",28y 141d,162 (95-1-66 58.95%),25 (0.15),115 (70-0-45 60.87%),20 (0.17)
9,"Butters, Zak",24y 286d,130 (79-0-51 60.77%),68 (0.52),←,
33,"Byrne-Jones, Darcy",29y 274d,212 (125-0-87 58.96%),67 (0.32),←,
28,"Drew, Willem",26y 263d,121 (73-0-48 60.33%),21 (0.17),←,
6,"Farrell, Kane",26y 96d,105 (65-0-40 61.90%),48 (0.46),←,
11,"Finlayson, Jeremy",29y 132d,128 (72-3-53 57.42%),166 (1.30),62 (36-0-26 58.06%),76 (1.23)
19,"Georgiades, Mitch",23y 266d,83 (50-0-33 60.24%),142 (1.71),←,
18,"Horne-Francis, Jason",22y,77 (40-0-37 51.95%),57 (0.74),60 (38-0-22 63.33%),53 (0.88)
34,"Jones, Lachie",23y 73d,66 (37-0-29 56.06%),6 (0.09),←,
50,"Liddy, Mani",23y 121d,2 (1-0-1 50.00%),,←,
44,"Mead, Jackson",23y 264d,58 (32-0-26 55.17%),11 (0.19),←,
31,"Moraes, Christian",18y 225d,11 (5-0-6 45.45%),1 (0.09),←,
2,"Powell-Pepper, Sam",27y 164d,156 (94-0-62 60.26%),122 (0.78),←,
27,"Ratugolea, Esava",26y 332d,109 (69-1-39 63.76%),42 (0.39),34 (20-0-14 58.82%),4 (0.12)
35,"Richards, Joe",25y 210d,22 (8-1-13 38.64%),15 (0.68),13 (5-0-8 38.46%),9 (0.69)
15,"Rioli, Willie",30y 17d,103 (65-0-38 63.11%),143 (1.39),52 (34-0-18 65.38%),83 (1.60)
1,"Rozee, Connor",25y 150d,143 (87-0-56 60.84%),121 (0.85),←,
8,"Sinn, Josh",22y 165d,22 (13-0-9 59.09%),1 (0.05),←,
24,"Sweet, Jordon",27y 139d,38 (25-0-13 65.79%),8 (0.21),27 (16-0-11 59.26%),6 (0.22)
38,"Visentini, Dante",22y 128d,12 (6-0-6 50.00%),1 (0.08),←,
25,"Zerk-Thatcher, Brandon",26y 300d,81 (43-1-37 53.70%),,30 (19-0-11 63.33%),
Totals,Totals,25y 77d,1988 (1169-7-812 58.80%),1098 (0.55),,
C,"Hinkley, Ken",58y 264d,288 (171-0-117 59.38%),,←,
