Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 136d,270 (163-0-107 60.37%),138 (0.51),←,
16,"Brown, Leigh",23y 165d,125 (52-1-72 42.00%),47 (0.38),62 (33-1-28 54.03%),27 (0.44)
2,"Colbert, Leigh",30y 61d,206 (118-2-86 57.77%),64 (0.31),101 (56-1-44 55.94%),14 (0.14)
24,"Firrito, Michael",21y 253d,37 (21-0-16 56.76%),8 (0.22),←,
6,"Grant, Shannon",28y 110d,233 (134-2-97 57.94%),267 (1.15),175 (102-1-72 58.57%),229 (1.31)
31,"Hale, David",21y 77d,33 (16-0-17 48.48%),16 (0.48),←,
39,"Harding, Leigh",24y 103d,66 (36-1-29 55.30%),98 (1.48),←,
4,"Harris, Daniel",23y 89d,65 (35-1-29 54.62%),23 (0.35),←,
29,"Harvey, Brent",27y 85d,190 (112-1-77 59.21%),228 (1.20),←,
21,"Jones, Corey",24y 162d,77 (38-0-39 49.35%),87 (1.13),←,
35,"Makepeace, Troy",26y 154d,123 (65-1-57 53.25%),32 (0.26),←,
20,"Petrie, Drew",22y 296d,81 (41-1-39 51.23%),66 (0.81),←,
30,"Pratt, Daniel",22y 139d,17 (10-0-7 58.82%),1 (0.06),14 (9-0-5 64.29%),
3,"Rawlings, Brady",24y 58d,107 (59-0-48 55.14%),46 (0.43),←,
26,"Rocca, Saverio",31y 260d,244 (114-3-127 47.34%),717 (2.94),88 (44-1-43 50.57%),203 (2.31)
9,"Sinclair, Jess",26y 346d,137 (54-1-82 39.78%),58 (0.42),87 (41-1-45 47.70%),32 (0.37)
10,"Smith, Jesse",18y 312d,6 (3-0-3 50.00%),,←,
12,"Stevens, Michael",24y 273d,59 (31-0-28 52.54%),19 (0.32),42 (23-0-19 54.76%),16 (0.38)
23,"Thompson, Nathan",27y 174d,138 (67-1-70 48.91%),238 (1.72),19 (12-0-7 63.16%),46 (2.42)
13,"Trotter, David",19y 156d,2 (2-0-0 100.00%),1 (0.50),←,
36,"Watt, Shannon",24y 254d,87 (46-1-40 53.45%),4 (0.05),←,
8,"Wells, Daniel",20y 185d,58 (32-1-25 56.03%),33 (0.57),←,
Totals,Totals,24y 308d,2361 (1249-17-1095 52.90%),2191 (0.93),,
C,"Laidley, Dani",38y 133d,63 (33-1-29 53.17%),,←,
