Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",23y 120d,87 (28-0-59 32.18%),223 (2.56),←,
3,"Coniglio, Stephen",22y 228d,79 (31-0-48 39.24%),32 (0.41),←,
1,"Davis, Phil",25y 335d,91 (37-0-54 40.66%),6 (0.07),73 (26-0-47 35.62%),5 (0.07)
4,"Greene, Toby",22y 309d,92 (30-0-62 32.61%),68 (0.74),←,
32,"Griffen, Ryan",30y 3d,232 (115-1-116 49.78%),143 (0.62),30 (18-0-12 60.00%),13 (0.43)
27,"Himmelberg, Harry",20y 83d,3 (3-0-0 100.00%),,←,
17,"Johnson, Steve",33y 26d,270 (190-3-77 70.93%),485 (1.80),17 (12-0-5 70.59%),33 (1.94)
22,"Kelly, Josh",21y 169d,54 (26-0-28 48.15%),34 (0.63),←,
40,"Kennedy, Adam",24y 18d,75 (21-0-54 28.00%),6 (0.08),←,
37,"Lobb, Rory",23y 172d,29 (16-0-13 55.17%),27 (0.93),←,
41,"Mumford, Shane",30y 25d,145 (94-2-49 65.52%),47 (0.32),45 (25-0-20 55.56%),8 (0.18)
24,"Patfull, Joel",31y 236d,214 (93-3-118 44.16%),26 (0.12),32 (20-0-12 62.50%),2 (0.06)
12,"Patton, Jonathon",23y 71d,49 (20-0-29 40.82%),56 (1.14),←,
50,"Reid, Sam",26y 266d,29 (11-0-18 37.93%),9 (0.31),19 (5-0-14 26.32%),8 (0.42)
9,"Scully, Tom",25y 76d,121 (42-1-78 35.12%),53 (0.44),90 (29-0-61 32.22%),47 (0.52)
23,"Shaw, Heath",30y 246d,231 (140-2-89 61.04%),38 (0.16),58 (30-0-28 51.72%),1 (0.02)
5,"Shiel, Dylan",23y 143d,82 (28-0-54 34.15%),46 (0.56),←,
10,"Smith, Devon",23y 71d,87 (25-0-62 28.74%),78 (0.90),←,
20,"Tomlinson, Adam",22y 355d,61 (14-0-47 22.95%),18 (0.30),←,
8,"Ward, Callan",26y 111d,161 (64-0-97 39.75%),82 (0.51),101 (32-0-69 31.68%),49 (0.49)
29,"Williams, Zac",21y 314d,47 (20-0-27 42.55%),13 (0.28),←,
16,"Wilson, Nathan",23y 205d,48 (21-0-27 43.75%),12 (0.25),←,
Totals,Totals,25y 96d,2287 (1069-12-1206 46.74%),1502 (0.66),,
C,"Cameron, Leon",43y 332d,62 (30-0-32 48.39%),,←,
