Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Greg",18,6,1,19,3,,,1.0,,,,,2.0,1.0,2.0,,,,,,,,
8,"Bewick, Darren",4,1,,4,1,1.0,,,,,,,,1.0,,,,,,,,,
48,"Calthorpe, David",1,,1,2,,,,,,,,,,2.0,,,,,,,,,
7,"Daniher, Chris",14,10,8,22,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
2,"Dick, Willie",12,9,4,16,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
28,"Flood, David",11,11,5,16,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Fox, Brad",8,2,9,17,1,,1.0,1.0,,,,,,1.0,,,,,,,,,
1,"Harvey, Mark",10,5,1,11,,,,,,,,,1.0,,,,,,,,,,
33,"Hills, Paul",6,1,7,13,,,,,,,,,3.0,1.0,,,,,,,,,
49,"Hird, James",9,4,4,13,2,,,,,,,,1.0,1.0,,,,,,,,,
9,"Kickett, Derek",4,3,4,8,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
13,"Long, Michael",15,4,12,27,,,,2.0,,,,,1.0,1.0,,,,,,,,,
53,"Manton, Glenn",7,5,4,11,,,,,,,,,2.0,,,,,,,,,,
45,"Mercuri, Mark",5,3,6,11,,,,,,,,,,3.0,,,,,,,,,
10,"ODonnell, Gary",19,7,8,27,,,,,,,,,,2.0,,,,,,,,,
3,"Salmon, Paul",18,17,8,26,6,4.0,2.0,,,,,,3.0,1.0,3.0,,,,,,,,
19,"Somerville, Peter",18,11,6,24,,1.0,9.0,1.0,,,,,7.0,5.0,,,,,,,,,
17,"Sporn, Kieran",12,9,10,22,2,,,3.0,,,,,1.0,2.0,,,,,,,,,
26,"Thompson, Mark",17,6,16,33,,,,2.0,,,,,2.0,,,,,,,,,,
4,"Wanganeen, Gavin",12,6,10,22,,,,2.0,,,,,3.0,2.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,120,124,344,19,12.0,12.0,17.0,,,,,29.0,29.0,6.0,,,,,,,,
Opposition,Opposition,210,96,101,311,13,16.0,26.0,22.0,,,,,29.0,29.0,,,,,,,,,
