Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",21y 333d,45 (30-0-15 66.67%),27 (0.60),11 (6-0-5 54.55%),7 (0.64)
3,"Breuer, Shayne",24y 270d,82 (52-1-29 64.02%),89 (1.09),11 (6-0-5 54.55%),12 (1.09)
21,"Brown, David",27y 251d,80 (37-1-42 46.88%),64 (0.80),11 (6-0-5 54.55%),9 (0.82)
44,"Cotton, Jarrod",21y 65d,2 (1-0-1 50.00%),2 (1.00),←,
6,"Cummings, Scott",23y 140d,50 (31-2-17 64.00%),113 (2.26),10 (6-0-4 60.00%),30 (3.00)
19,"Dickie, Donald",25y 30d,11 (6-0-5 54.55%),4 (0.36),←,
25,"Eagleton, Nathan",18y 209d,7 (4-0-3 57.14%),1 (0.14),←,
8,"Francis, Fabian",23y 226d,30 (11-0-19 36.67%),21 (0.70),7 (4-0-3 57.14%),4 (0.57)
10,"Francou, Josh",22y 304d,11 (6-0-5 54.55%),8 (0.73),←,
39,"Heuskes, Adam",21y 79d,60 (31-0-29 51.67%),6 (0.10),11 (6-0-5 54.55%),
38,"James, Roger",21y 229d,7 (4-0-3 57.14%),1 (0.14),←,
29,"Kingsley, Adam",21y 291d,11 (6-0-5 54.55%),2 (0.18),←,
20,"Lade, Brendon",20y 332d,11 (6-0-5 54.55%),8 (0.73),←,
22,"Lockwood, Bowen",18y 341d,10 (6-0-4 60.00%),8 (0.80),←,
9,"Lyle, Brayden",24y 93d,37 (20-0-17 54.05%),8 (0.22),11 (6-0-5 54.55%),3 (0.27)
33,"Mead, Darren",26y 70d,11 (6-0-5 54.55%),,←,
14,"Paxman, Stephen",26y 185d,113 (28-0-85 24.78%),18 (0.16),11 (6-0-5 54.55%),
2,"Primus, Matthew",22y 146d,31 (7-0-24 22.58%),7 (0.23),11 (6-0-5 54.55%),2 (0.18)
7,"Rombotis, John",20y 237d,28 (2-0-26 7.14%),17 (0.61),2 (0-0-2 0.00%),1 (0.50)
1,"Wanganeen, Gavin",23y 354d,137 (79-3-55 58.76%),67 (0.49),10 (6-0-4 60.00%),4 (0.40)
15,"Wilson, Michael",20y 198d,11 (6-0-5 54.55%),6 (0.55),←,
Totals,Totals,22y 278d,785 (379-7-399 48.28%),477 (0.61),,
C,"Cahill, John",57y 41d,58 (33-0-25 56.90%),,11 (6-0-5 54.55%),
