St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",18y 317d,1 (1-0-0 100.00%),,←,
2,"Brown, Tony",21y 311d,80 (44-0-36 55.00%),48 (0.60),←,
41,"Campbell, Brad",23y 104d,19 (12-0-7 63.16%),2 (0.11),←,
31,"Elliott, Tim",22y 204d,15 (8-0-7 53.33%),2 (0.13),←,
10,"Everitt, Peter",24y 336d,117 (59-1-57 50.85%),194 (1.66),←,
14,"Francis, Tony",30y 3d,144 (75-2-67 52.78%),104 (0.72),2 (1-0-1 50.00%),1 (0.50)
25,"Hall, Barry",22y 55d,33 (20-0-13 60.61%),24 (0.73),←,
35,"Harvey, Robert",27y 226d,205 (105-2-98 51.71%),123 (0.60),←,
24,"Heatley, Jason",27y 42d,45 (29-0-16 64.44%),134 (2.98),42 (26-0-16 61.90%),126 (3.00)
8,"Hudghton, Max",22y 214d,43 (25-0-18 58.14%),,←,
23,"Loewe, Stewart",30y 316d,257 (118-1-138 46.11%),503 (1.96),←,
26,"McLaren, Joe",21y 114d,26 (11-0-15 42.31%),7 (0.27),←,
11,"Mitchell, Gavin",26y 97d,60 (26-0-34 43.33%),45 (0.75),24 (13-0-11 54.17%),27 (1.13)
1,"Peckett, Justin",26y 181d,119 (57-1-61 48.32%),9 (0.08),←,
28,"Ryan, Damien",21y 244d,32 (15-0-17 46.88%),6 (0.19),2 (1-0-1 50.00%),
19,"Sziller, Steven",26y 110d,79 (43-0-36 54.43%),29 (0.37),←,
4,"Thompson, Andrew",26y 165d,47 (29-0-18 61.70%),33 (0.70),←,
32,"Traianidis, Jason",24y 148d,30 (16-0-14 53.33%),24 (0.80),←,
15,"Wakelin, Darryl",24y 236d,80 (44-0-36 55.00%),7 (0.09),←,
12,"Wakelin, Shane",24y 235d,76 (36-1-39 48.03%),18 (0.24),←,
33,"Walton, Ben",19y 143d,2 (1-0-1 50.00%),,←,
20,"Young, Matthew",26y 199d,80 (44-0-36 55.00%),18 (0.22),59 (35-0-24 59.32%),12 (0.20)
Totals,Totals,24y 198d,1590 (818-8-764 51.45%),1330 (0.84),,
C,"Watson, Tim",37y 265d,2 (1-0-1 50.00%),,←,
