Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
48,"Bishop, Matthew",6,6,5,11,,,1.0,,2.0,,,1.0,,,,,,,,,,,
33,"Farmer, Jeff",4,,,4,1,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,
21,"Febey, Steven",10,1,2,12,1,,,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,
4,"Grgic, Brent",7,2,3,10,,,,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,
15,"Hopgood, Paul",10,1,3,13,,,,2.0,1.0,2.0,2.0,,,1.0,,,,,,,,,
27,"Ingerson, Anthony",5,4,6,11,,,1.0,2.0,3.0,,,2.0,2.0,,,,,,,,,,
16,"Johnstone, Travis",10,2,2,12,1,2.0,,3.0,,3.0,2.0,,,,,,,,,,,,
36,"Leoncelli, Andrew",15,9,6,21,,,,3.0,3.0,7.0,5.0,2.0,1.0,4.0,,,,,,,,,
3,"Lyon, Garry",4,,2,6,1,,,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,
35,"McDonald, Anthony",14,6,5,19,,,,2.0,3.0,4.0,3.0,2.0,,,,,,,,,,,
23,"McDonald, James",5,,4,9,1,1.0,,,,3.0,,1.0,1.0,2.0,,,,,,,,,
43,"Rigoni, Guy",14,2,7,21,,,,3.0,1.0,5.0,4.0,1.0,,1.0,,,,,,,,,
24,"Robertson, Russell",,,,,,,,,,,,,,1.0,,,,,,,,,
5,"Schwarz, David",1,,3,4,1,,1.0,1.0,,,3.0,,,,,,,,,,,,
1,"Shanahan, Jamie",6,3,2,8,,,,6.0,4.0,,,,2.0,1.0,,,,,,,,,
29,"Smith, Shaun",1,,4,5,,,,2.0,,1.0,,,,,,,,,,,,,
39,"Smoker, Craig",4,,1,5,,1.0,,,,1.0,,,,,,,,,,,,,
11,"Stynes, Jim",15,2,4,19,,,15.0,,2.0,1.0,6.0,1.0,1.0,,,,,,,,,,
12,"Viney, Todd",15,1,6,21,,,,2.0,2.0,4.0,4.0,3.0,1.0,1.0,,,,,,,,,
34,"White, Jeff",4,5,9,13,,1.0,13.0,,1.0,3.0,3.0,1.0,,3.0,,,,,,,,,
22,"Woewodin, Shane",7,3,7,14,,,,,2.0,1.0,2.0,,,,,,,,,,,,
13,"Yze, Adem",16,3,7,23,1,,,3.0,8.0,,5.0,2.0,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,50,88,261,7,7.0,31.0,36.0,38.0,40.0,43.0,19.0,15.0,19.0,,,,,,,,,
Opposition,Opposition,193,62,131,324,13,13.0,32.0,47.0,29.0,56.0,35.0,23.0,19.0,15.0,6.0,,,,,,,,
