Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",26y 103d,100 (42-0-58 42.00%),50 (0.50),←,
34,"Boyd, Brad",21y 306d,6 (3-0-3 50.00%),2 (0.33),←,
17,"Broderick, Paul",23y 160d,83 (34-0-49 40.96%),77 (0.93),←,
2,"Dundas, Matthew",21y 187d,66 (22-0-44 33.33%),56 (0.85),←,
18,"Dunstan, Michael",22y 92d,10 (5-0-5 50.00%),8 (0.80),←,
28,"Elliott, Jamie",20y 126d,36 (13-0-23 36.11%),3 (0.08),←,
7,"Gale, Michael",26y 173d,104 (41-0-63 39.42%),29 (0.28),←,
6,"Guard, Jeremy",22y 336d,32 (14-0-18 43.75%),9 (0.28),←,
26,"Johnston, David",24y 63d,52 (24-0-28 46.15%),7 (0.13),11 (3-0-8 27.27%),1 (0.09)
11,"Lynch, Alastair",24y 358d,110 (39-0-71 35.45%),126 (1.15),←,
29,"Lyon, Ross",26y 216d,100 (32-0-68 32.00%),91 (0.91),←,
30,"Manson, James",26y 222d,129 (74-3-52 58.53%),109 (0.84),9 (4-0-5 44.44%),3 (0.33)
25,"McCarthy, John",26y 74d,101 (42-1-58 42.08%),129 (1.28),9 (4-0-5 44.44%),28 (3.11)
43,"Morton, Danny",19y 346d,2 (0-0-2 0.00%),2 (1.00),←,
4,"Paxman, Stephen",22y 190d,34 (13-0-21 38.24%),5 (0.15),←,
9,"Sartori, Peter",28y 231d,61 (33-0-28 54.10%),131 (2.15),7 (3-0-4 42.86%),12 (1.71)
3,"Seecamp, Marcus",20y 320d,32 (14-0-18 43.75%),4 (0.13),←,
12,"Wheildon, Darren",22y 213d,50 (19-0-31 38.00%),117 (2.34),←,
8,"Wynd, Jim",28y 213d,105 (40-0-65 38.10%),48 (0.46),←,
16,"Zanotti, Mark",28y 216d,110 (33-0-77 30.00%),14 (0.13),10 (5-0-5 50.00%),3 (0.30)
Totals,Totals,24y 98d,1323 (537-4-782 40.59%),1017 (0.77),,
C,"Shaw, Robert",38y 157d,54 (18-0-36 33.33%),,←,
