Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",24y 241d,58 (36-2-20 63.79%),61 (1.05),←,
51,"Berbakov, Peter",22y 319d,13 (8-1-4 65.38%),,←,
8,"Bewick, Darren",28y 320d,156 (97-1-58 62.50%),256 (1.64),←,
14,"Calthorpe, David",22y 324d,56 (32-2-22 58.93%),41 (0.73),←,
9,"Cockatoo-Collins, Che",21y 123d,43 (26-3-14 63.95%),57 (1.33),←,
36,"Cummings, Scott",22y 170d,36 (23-2-11 66.67%),80 (2.22),←,
7,"Daniher, Chris",30y 97d,101 (58-4-39 59.41%),33 (0.33),←,
38,"Denham, Sean",27y 68d,133 (78-4-51 60.15%),53 (0.40),89 (54-4-31 62.92%),32 (0.36)
22,"Doolan, Ben",23y 178d,62 (30-3-29 50.81%),9 (0.15),37 (23-2-12 64.86%),5 (0.14)
31,"Fletcher, Dustin",21y 60d,65 (43-3-19 68.46%),10 (0.15),←,
39,"Hardwick, Damien",23y 323d,39 (24-1-14 62.82%),8 (0.21),←,
1,"Harvey, Mark",31y 25d,189 (125-3-61 66.93%),166 (0.88),←,
5,"Hird, James",23y 153d,77 (46-4-27 62.34%),130 (1.69),←,
25,"Lucas, Scott",18y 189d,5 (4-0-1 80.00%),2 (0.40),←,
2,"Mercuri, Mark",22y 136d,71 (45-3-23 65.49%),99 (1.39),←,
24,"Misiti, Joe",21y 240d,77 (47-4-26 63.64%),33 (0.43),←,
10,"ODonnell, Gary",31y 55d,195 (120-4-71 62.56%),72 (0.37),←,
15,"Prior, Michael",22y 304d,22 (13-1-8 61.36%),5 (0.23),←,
12,"Symons, Michael",24y 294d,73 (45-3-25 63.70%),73 (1.00),←,
21,"Wallis, Dean",26y 314d,65 (36-1-28 56.15%),26 (0.40),←,
4,"Wanganeen, Gavin",23y 18d,116 (67-3-46 59.05%),59 (0.51),←,
Totals,Totals,24y 188d,1652 (1003-52-597 60.71%),1273 (0.77),,
C,"Sheedy, Kevin",48y 195d,367 (236-5-126 64.99%),,←,
