Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Boyd, Matthew",18,7,21.0,39,1.0,1.0,,3.0,1.0,6.0,8.0,3.0,1.0,2.0,3.0,19,20,,,1.0,,2.0,90.0
17,"Cooney, Adam",11,5,6.0,17,,,,2.0,1.0,4.0,4.0,1.0,1.0,,,7,10,,,,1.0,1.0,83.0
8,"Crameri, Stewart",9,3,6.0,15,4.0,,,3.0,1.0,3.0,,3.0,,1.0,,5,10,1.0,1.0,2.0,1.0,,91.0
13,"Giansiracusa, Daniel",10,7,7.0,17,1.0,1.0,,2.0,1.0,2.0,1.0,3.0,,2.0,,4,13,,1.0,1.0,2.0,,81.0
16,"Griffen, Ryan",12,5,8.0,20,1.0,1.0,,2.0,,6.0,2.0,1.0,,,,10,11,1.0,2.0,2.0,2.0,1.0,82.0
7,"Higgins, Shaun",19,12,10.0,29,1.0,,,2.0,2.0,5.0,1.0,,,,2.0,2,27,,,3.0,,1.0,83.0
26,"Hunter, Lachie",9,4,5.0,14,1.0,2.0,,4.0,2.0,,1.0,,,,,6,8,1.0,,1.0,,1.0,87.0
19,"Jones, Liam",7,5,6.0,13,3.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,8,6,1.0,3.0,1.0,,,91.0
46,"Jong, Lin",5,1,7.0,12,,1.0,,4.0,2.0,1.0,1.0,,1.0,,,5,7,,,2.0,,,71.0
21,"Liberatore, Tom",15,6,5.0,20,,,,4.0,4.0,2.0,3.0,4.0,2.0,3.0,,7,13,,,,,2.0,87.0
11,"Macrae, Jack",20,13,10.0,30,,,,4.0,4.0,,1.0,2.0,2.0,1.0,,8,21,1.0,,2.0,,,84.0
27,"Minson, Will",5,1,9.0,14,,1.0,32.0,3.0,,2.0,4.0,3.0,1.0,2.0,,10,4,,,4.0,,,93.0
38 ↓,"Morris, Dale",3,2,,3,,,,1.0,1.0,,,,1.0,,,1,2,,,1.0,,,21.0
2,"Murphy, Robert",16,8,6.0,22,1.0,,,,5.0,1.0,,,,,,2,20,,,1.0,1.0,,90.0
42,"Picken, Liam",15,6,10.0,25,1.0,,,8.0,2.0,1.0,1.0,1.0,2.0,,,7,17,,1.0,1.0,1.0,,89.0
25,"Stevens, Koby",8,5,13.0,21,,1.0,,,,,2.0,1.0,,1.0,,7,14,,1.0,1.0,,,81.0
9,"Stringer, Jake",7,2,4.0,11,,,,1.0,4.0,2.0,,2.0,,2.0,,4,7,,,2.0,,,81.0
15 ↑,"Tutt, Jason",7,3,3.0,10,2.0,,,3.0,,4.0,,2.0,,1.0,,3,7,1.0,1.0,,,,55.0
3,"Wallis, Mitch",6,3,10.0,16,,,,5.0,,4.0,2.0,3.0,1.0,2.0,,7,10,,,2.0,,,88.0
12,"Williams, Tom",11,8,8.0,19,,,,,4.0,,,1.0,,1.0,,7,10,,,6.0,,,91.0
10,"Wood, Easton",13,4,9.0,22,,,,2.0,4.0,5.0,2.0,,,,,9,13,,,4.0,2.0,1.0,93.0
31,"Young, Tom",8,5,7.0,15,1.0,,,,1.0,2.0,,1.0,,,,6,9,1.0,,5.0,,1.0,88.0
Totals,Totals,234,115,170.0,404,17.0,8.0,34.0,54.0,40.0,50.0,33.0,32.0,14.0,19.0,5.0,144,259,7.0,10.0,42.0,10.0,10.0,
Opposition,Opposition,190,67,145.0,335,12.0,11.0,42.0,67.0,32.0,58.0,37.0,42.0,19.0,14.0,1.0,146,180,11.0,7.0,47.0,14.0,7.0,
