Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
32,"Baldwin, Jason",21y 289d,36 (12-0-24 33.33%),7 (0.19),←,
18,"Blakey, John",25y 30d,116 (44-0-72 37.93%),31 (0.27),←,
17,"Broderick, Paul",21y 232d,53 (22-0-31 41.51%),50 (0.94),←,
50,"Caven, Peter",21y 99d,7 (2-0-5 28.57%),7 (1.00),←,
16,"Cormack, Joe",24y 358d,25 (6-0-19 24.00%),18 (0.72),15 (2-0-13 13.33%),11 (0.73)
2,"Dundas, Matthew",19y 259d,35 (8-0-27 22.86%),37 (1.06),←,
54,"Elliott, Jamie",18y 198d,15 (2-0-13 13.33%),1 (0.07),←,
49,"Harding, Dean",19y 317d,11 (2-0-9 18.18%),12 (1.09),←,
21,"Kappler, Darren",26y 212d,86 (29-0-57 33.72%),49 (0.57),←,
19,"Klaebe, Brenton",24y 304d,5 (1-0-4 20.00%),,←,
11,"Lynch, Alastair",23y 65d,79 (26-0-53 32.91%),78 (0.99),←,
29,"Lyon, Ross",24y 288d,76 (20-0-56 26.32%),72 (0.95),←,
5,"McCormack, Brendan",21y 56d,32 (11-0-21 34.38%),18 (0.56),←,
25,"OConnell, David",28y 62d,45 (15-0-30 33.33%),16 (0.36),18 (2-0-16 11.11%),10 (0.56)
44,"Osborne, Richard",27y 68d,170 (73-0-97 42.94%),352 (2.07),←,
28,"Paxman, Stephen",20y 262d,15 (2-0-13 13.33%),2 (0.13),←,
1,"Roos, Paul",28y 57d,208 (86-0-122 41.35%),231 (1.11),←,
33,"Stephens, Brett",30y 184d,103 (35-0-68 33.98%),30 (0.29),←,
12,"Wheildon, Darren",20y 285d,24 (6-0-18 25.00%),65 (2.71),←,
8,"Wynd, Jim",26y 285d,72 (25-0-47 34.72%),29 (0.40),←,
Totals,Totals,23y 287d,1213 (427-0-786 35.20%),1105 (0.91),,
C,"Shaw, Robert",36y 229d,21 (3-0-18 14.29%),,←,
