Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",24y 75d,88 (51-1-36 58.52%),37 (0.42),←,
24,"Bolton, Jude",33y 22d,303 (170-4-129 56.77%),170 (0.56),←,
13,"Everitt, Andrejs",24y 24d,60 (38-2-20 65.00%),27 (0.45),24 (16-1-7 68.75%),19 (0.79)
37,"Goodes, Adam",33y 88d,321 (179-4-138 56.39%),391 (1.22),←,
39,"Grundy, Heath",26y 308d,116 (68-1-47 59.05%),21 (0.18),←,
4,"Hannebery, Dan",22y 41d,79 (49-1-29 62.66%),26 (0.33),←,
15,"Jack, Kieren",25y 282d,116 (65-2-49 56.90%),82 (0.71),←,
32,"Jetta, Lewis",23y 337d,67 (43-1-23 64.93%),62 (0.93),←,
12,"Kennedy, Josh",24y 290d,88 (53-1-34 60.80%),55 (0.63),75 (48-1-26 64.67%),51 (0.68)
9,"Malceski, Nick",28y 234d,128 (83-1-44 65.23%),54 (0.42),←,
29,"Mattner, Martin",30y 243d,217 (127-2-88 58.99%),40 (0.18),119 (67-2-50 57.14%),26 (0.22)
21,"McGlynn, Ben",27y 243d,106 (62-1-43 58.96%),114 (1.08),62 (39-1-22 63.71%),86 (1.39)
3,"McVeigh, Jarrad",27y 364d,196 (116-3-77 59.95%),146 (0.74),←,
41,"Mumford, Shane",26y 275d,80 (56-1-23 70.63%),31 (0.39),59 (39-1-19 66.95%),28 (0.47)
5,"OKeefe, Ryan",32y 72d,259 (149-3-107 58.11%),250 (0.97),←,
26,"Parker, Luke",20y 163d,34 (22-0-12 64.71%),15 (0.44),←,
38,"Pyke, Mike",29y 13d,48 (29-0-19 60.42%),17 (0.35),←,
20,"Reid, Sam",21y 100d,48 (33-1-14 69.79%),56 (1.17),←,
25,"Richards, Ted",30y 85d,183 (107-3-73 59.29%),31 (0.17),150 (88-3-59 59.67%),12 (0.08)
30,"Roberts-Thomson, Lewis",29y 210d,172 (102-1-69 59.59%),51 (0.30),←,
2,"Shaw, Rhyce",31y 172d,189 (102-1-86 54.23%),41 (0.22),95 (54-1-40 57.37%),21 (0.22)
40,"Smith, Nick",24y 298d,76 (44-1-31 58.55%),8 (0.11),←,
Totals,Totals,27y 79d,2974 (1748-35-1191 58.78%),1725 (0.58),,
C,"Longmire, John",42y 96d,51 (34-1-16 67.65%),,←,
