West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Braun, Michael",8,3,14,22,,1.0,,1.0,,3.0,4.0,5.0,,2.0,,8.0,15.0,,1.0,1.0,,,91.0
17,"Chick, Daniel",4,2,3,7,,,,2.0,,2.0,1.0,1.0,,,,2.0,5.0,,,2.0,,1.0,59.0
20,"Cox, Dean",18,10,8,26,1,,21.0,1.0,5.0,2.0,4.0,2.0,5.0,,,12.0,13.0,2.0,1.0,2.0,2.0,1.0,79.0
32,"Embley, Andrew",4,1,5,9,1,,,2.0,,,1.0,1.0,1.0,1.0,,4.0,5.0,,,,,1.0,84.0
7,"Fletcher, Chad",12,7,12,24,,,,3.0,,2.0,2.0,1.0,,,,9.0,15.0,1.0,,1.0,1.0,,73.0
23,"Glass, Darren",1,1,6,7,,,,1.0,1.0,,,2.0,,1.0,,5.0,2.0,,,5.0,,,87.0
22,"Graham, Jaymie",1,2,3,4,,,,,1.0,,,1.0,,1.0,,1.0,3.0,1.0,,1.0,,,53.0
39,"Hunter, Adam",4,4,18,22,,,,2.0,1.0,1.0,,1.0,1.0,,,4.0,18.0,,,7.0,1.0,,92.0
25,"Hurn, Shannon",4,3,10,14,1,,,3.0,3.0,,1.0,1.0,,1.0,,3.0,10.0,,,2.0,1.0,,97.0
38,"Jones, Brett",10,3,6,16,,,,1.0,4.0,3.0,,,,,,2.0,13.0,1.0,,3.0,1.0,,90.0
15,"Jones, Chad",8,8,5,13,,4.0,,1.0,,3.0,,,,,,2.0,11.0,,4.0,1.0,,1.0,93.0
18,"Jones, Rowan",6,3,8,14,,,,3.0,,3.0,1.0,1.0,,,,4.0,10.0,,,,,,92.0
3,"Judd, Chris",17,6,18,35,,,,2.0,1.0,7.0,4.0,3.0,1.0,1.0,,8.0,28.0,,,2.0,1.0,1.0,78.0
4,"Kerr, Daniel",17,7,16,33,1,,1.0,1.0,3.0,5.0,2.0,6.0,3.0,,,6.0,27.0,,,1.0,2.0,,87.0
2,"LeCras, Mark",6,4,4,10,4,1.0,,3.0,,1.0,1.0,1.0,,,,5.0,5.0,,3.0,,,,96.0
21,"Lynch, Quinten",8,3,4,12,,1.0,,2.0,,2.0,,1.0,1.0,1.0,,6.0,6.0,,,2.0,,,96.0
11,"Priddis, Matt",14,1,18,32,,,,2.0,,7.0,9.0,2.0,1.0,1.0,,16.0,18.0,,,,1.0,1.0,70.0
24,"Rosa, Matt",9,3,10,19,,1.0,,1.0,1.0,4.0,,1.0,1.0,1.0,,4.0,14.0,,,1.0,2.0,,88.0
14,"Seaby, Mark",4,4,7,11,1,1.0,13.0,,,1.0,1.0,2.0,,1.0,,5.0,5.0,1.0,1.0,1.0,,,70.0
37,"Selwood, Adam",8,6,10,18,,,,1.0,3.0,1.0,,1.0,3.0,,,5.0,13.0,,1.0,,2.0,,77.0
8,"Waters, Beau",4,2,5,9,,,,1.0,3.0,,,4.0,,,,1.0,8.0,,,3.0,1.0,,56.0
44,"Wirrpanda, David",19,8,10,29,,,,1.0,5.0,,1.0,4.0,,2.0,,7.0,21.0,1.0,,1.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,91,200,386,9,10.0,35.0,34.0,31.0,47.0,32.0,41.0,17.0,13.0,,119.0,265.0,7.0,11.0,36.0,15.0,6.0,
Opposition,Opposition,216,121,134,350,13,13.0,17.0,55.0,36.0,44.0,23.0,41.0,13.0,17.0,6.0,108.0,236.0,8.0,22.0,46.0,34.0,11.0,
