Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",15,6.0,10.0,25,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,
25,"Bews, Andrew",15,2.0,10.0,25,1.0,,,3.0,,,,,1.0,,,,,,,,,,
16,"Clarke, Matthew",4,,4.0,8,,,8.0,1.0,,,,,3.0,,,,,,,,,,
12,"Clarke, Troy",6,1.0,3.0,9,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"Craven, Danny",10,1.0,7.0,17,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",12,3.0,17.0,29,1.0,,,1.0,,,,,2.0,2.0,,,,,,,,,
29,"Francis, Fabian",11,2.0,4.0,15,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,,
37,"Frigo, Rudi",4,1.0,1.0,5,,,5.0,,,,,,2.0,,,,,,,,,,
4,"Gastev, John",12,3.0,4.0,16,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Hamilton, Shane",14,8.0,6.0,20,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
44,"Lappin, Nigel",7,2.0,5.0,12,,,,,,,,,,1.0,,,,,,,,,
15,"Lehmann, Troy",3,1.0,,3,1.0,,,,,,,,,,,,,,,,,,
17,"Leslie, Martin",5,4.0,8.0,13,,,,,,,,,3.0,2.0,,,,,,,,,
11,"Lynch, Alastair",16,8.0,4.0,20,3.0,3.0,,,,,,,4.0,3.0,3.0,,,,,,,,
2,"McAdam, Gilbert",7,3.0,5.0,12,3.0,1.0,,4.0,,,,,,2.0,,,,,,,,,
7,"McIvor, Scott",7,3.0,7.0,14,,,,4.0,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",18,3.0,10.0,28,,,,2.0,,,,,2.0,2.0,,,,,,,,,
24,"Merrett, Roger",7,4.0,3.0,10,6.0,,,,,,,,,2.0,,,,,,,,,
8,"Peos, Paul",1,,1.0,2,,,,1.0,,,,,1.0,,,,,,,,,,
3,"Voss, Michael",3,2.0,2.0,5,,,,,,,,,,,,,,,,,,,
33,"White, Darryl",4,4.0,10.0,14,1.0,,2.0,,,,,,,2.0,,,,,,,,,
Totals,Totals,181,61.0,121.0,302,21.0,9.0,15.0,23.0,,,,,22.0,24.0,3.0,,,,,,,,
Opposition,Opposition,172,65.0,124.0,296,15.0,20.0,13.0,33.0,,,,,24.0,22.0,3.0,,,,,,,,
