Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",20y 252d,13 (7-0-6 53.85%),,←,
32,"Dangerfield, Patrick",23y 57d,99 (52-0-47 52.53%),110 (1.11),←,
26,"Douglas, Richard",26y 115d,124 (64-0-60 51.61%),89 (0.72),←,
24,"Jacobs, Sam",25y 52d,70 (36-0-34 51.43%),16 (0.23),53 (29-0-24 54.72%),13 (0.25)
4,"Jenkins, Josh",24y 113d,21 (13-0-8 61.90%),29 (1.38),←,
29,"Kerridge, Sam",20y 36d,8 (4-0-4 50.00%),12 (1.50),←,
46,"Laird, Rory",19y 154d,6 (4-0-2 66.67%),1 (0.17),←,
27,"Lynch, Tom",22y 259d,19 (13-0-6 68.42%),25 (1.32),13 (9-0-4 69.23%),21 (1.62)
31,"Lyons, Jarryd",20y 314d,8 (6-0-2 75.00%),1 (0.13),←,
14,"Mackay, David",24y 311d,96 (57-0-39 59.38%),28 (0.29),←,
36,"Martin, Brodie",24y 207d,18 (8-0-10 44.44%),4 (0.22),←,
22,"Otten, Andy",24y 17d,57 (30-0-27 52.63%),7 (0.12),←,
23,"Petrenko, Jared",23y 161d,66 (30-0-36 45.45%),41 (0.62),←,
40,"Porplyzia, Jason",28y 186d,119 (72-0-47 60.50%),172 (1.45),←,
3,"Reilly, Brent",29y 201d,191 (105-0-86 54.97%),52 (0.27),←,
25,"Rutten, Ben",30y 4d,204 (118-0-86 57.84%),8 (0.04),←,
9,"Sloane, Rory",23y 76d,67 (36-0-31 53.73%),42 (0.63),←,
33,"Smith, Brodie",21y 138d,42 (25-0-17 59.52%),8 (0.19),←,
12,"Talia, Daniel",21y 242d,42 (26-0-16 61.90%),3 (0.07),←,
5,"Thompson, Scott",30y 79d,233 (130-0-103 55.79%),142 (0.61),194 (112-0-82 57.73%),125 (0.64)
7,"van Berlo, Nathan",26y 360d,170 (98-0-72 57.65%),58 (0.34),←,
17,"Vince, Bernie",27y 242d,117 (63-0-54 53.85%),74 (0.63),←,
Totals,Totals,24y 179d,1790 (997-0-793 55.70%),922 (0.52),,
C,"Sanderson, Brenton",39y 94d,35 (23-0-12 65.71%),,←,
