Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16 ↑,"Aarts, Jake",3,1,4,7,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,,1.0,,,,36.0
7,"Baker, Liam",9,2,6,15,1,,,4.0,,2.0,1.0,5.0,1.0,1.0,,4.0,10.0,,,,,,81.0
21,"Balta, Noah",4,2,1,5,2,,1.0,3.0,,1.0,,2.0,1.0,1.0,,2.0,3.0,1.0,2.0,2.0,,,79.0
29,"Bolton, Shai",7,2,7,14,3,,,2.0,,4.0,3.0,4.0,,1.0,,8.0,7.0,,1.0,1.0,,2.0,89.0
35,"Broad, Nathan",16,12,9,25,,,,1.0,7.0,2.0,,2.0,,1.0,,10.0,17.0,1.0,,7.0,1.0,,93.0
11,"Castagna, Jason",6,6,9,15,1,,,5.0,1.0,1.0,,1.0,,,,6.0,9.0,1.0,1.0,,,1.0,80.0
9,"Cotchin, Trent",6,1,17,23,,,,4.0,,1.0,3.0,3.0,2.0,,,8.0,14.0,,,,1.0,,80.0
27,"Dow, Thomson",8,2,15,23,,,,5.0,2.0,3.0,7.0,2.0,1.0,1.0,,12.0,12.0,,,1.0,,1.0,83.0
10,"Edwards, Shane",5,1,8,13,,,,1.0,,3.0,2.0,3.0,,,,5.0,8.0,,,2.0,,1.0,77.0
28,"Gibcus, Josh",3,2,5,8,,,,3.0,1.0,1.0,,,1.0,,,3.0,5.0,,,7.0,,1.0,87.0
34,"Graham, Jack",14,3,11,25,,,,3.0,1.0,7.0,2.0,4.0,2.0,,,10.0,15.0,,,,,1.0,79.0
2 ↓,"Grimes, Dylan",3,1,2,5,,,,,,,,3.0,,1.0,,4.0,2.0,1.0,,5.0,,,54.0
19,"Lynch, Tom",10,4,1,11,1,2.0,,,,3.0,,,3.0,,,7.0,6.0,2.0,1.0,3.0,,,95.0
33,"McIntosh, Kamdyn",12,5,4,16,,,,,1.0,5.0,1.0,1.0,,,,1.0,15.0,,,2.0,,,83.0
25,"Nankervis, Toby",4,1,7,11,1,,25.0,4.0,1.0,1.0,5.0,4.0,2.0,4.0,,8.0,5.0,,,4.0,,,74.0
37,"Parker, Matthew",10,5,3,13,3,1.0,,1.0,,5.0,1.0,5.0,1.0,2.0,,8.0,6.0,1.0,2.0,4.0,,,77.0
50,"Pickett, Marlion",10,7,6,16,,1.0,,3.0,2.0,3.0,3.0,6.0,1.0,3.0,,4.0,14.0,1.0,,1.0,,,78.0
45,"Ralphsmith, Hugo",10,5,4,14,1,,,1.0,2.0,2.0,1.0,3.0,,1.0,,4.0,8.0,,,,,,78.0
17,"Rioli, Daniel",12,6,8,20,,,,3.0,4.0,3.0,1.0,2.0,,1.0,,7.0,12.0,,,3.0,,1.0,82.0
5,"Ross, Jack",8,4,8,16,,,,3.0,1.0,4.0,1.0,3.0,,2.0,,4.0,14.0,,,1.0,,,81.0
15,"Short, Jayden",27,8,4,31,,,,1.0,5.0,1.0,1.0,5.0,1.0,,,7.0,19.0,1.0,,1.0,,,79.0
20,"Soldo, Ivan",3,1,2,5,,,12.0,4.0,,2.0,,6.0,1.0,4.0,,1.0,4.0,,,,,,59.0
6,"Tarrant, Robbie",6,5,3,9,,,,,3.0,,1.0,3.0,1.0,3.0,,2.0,6.0,1.0,,5.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,86,144,340,13,6.0,38.0,53.0,31.0,55.0,34.0,68.0,19.0,27.0,,127.0,216.0,10.0,8.0,49.0,2.0,8.0,
Opposition,Opposition,214,73,166,380,18,9.0,41.0,43.0,41.0,49.0,45.0,63.0,27.0,19.0,6.0,153.0,230.0,8.0,12.0,63.0,6.0,13.0,
