St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",13,4,8,21,1,,,3.0,4.0,4.0,1.0,3.0,,1.0,,4.0,18.0,,,,2.0,,70.0
20,"Armitage, David",12,7,5,17,,,,5.0,1.0,4.0,3.0,4.0,,2.0,,5.0,13.0,,,,,1.0,69.0
15,"Billings, Jack",19,10,9,28,1,4.0,,1.0,2.0,6.0,1.0,3.0,,,3.0,11.0,19.0,1.0,4.0,1.0,1.0,,83.0
22,"Brown, Nathan",7,5,7,14,,,,1.0,2.0,1.0,,2.0,3.0,1.0,,6.0,10.0,,,5.0,,,88.0
27,"Bruce, Josh",7,4,8,15,2,1.0,3.0,5.0,,3.0,3.0,3.0,3.0,3.0,,9.0,8.0,1.0,2.0,,,,90.0
2,"Carlisle, Jake",9,8,6,15,,,,5.0,2.0,,,1.0,1.0,,,4.0,11.0,1.0,,4.0,,,97.0
7,"Dunstan, Luke",5,6,6,11,,1.0,,7.0,,,1.0,3.0,1.0,1.0,,4.0,8.0,,1.0,2.0,1.0,,64.0
14,"Geary, Jarryn",8,7,9,17,,,,5.0,1.0,1.0,,,,,,7.0,10.0,2.0,,9.0,1.0,,84.0
19,"Gilbert, Sam",9,4,5,14,,,,4.0,3.0,1.0,1.0,1.0,,,,6.0,8.0,1.0,,3.0,,,81.0
4,"Gresham, Jade",12,4,2,14,1,1.0,,4.0,,5.0,1.0,2.0,,1.0,,6.0,9.0,,,,3.0,,68.0
1,"Hickey, Tom",6,5,5,11,,,24.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,,7.0,4.0,3.0,,1.0,,,85.0
21,"Long, Ben",6,2,2,8,,1.0,,2.0,,1.0,,2.0,,,,2.0,5.0,1.0,1.0,3.0,,,71.0
13,"Lonie, Jack",6,2,5,11,,1.0,,3.0,,3.0,1.0,1.0,1.0,1.0,,7.0,6.0,,1.0,2.0,,,74.0
28,"Membrey, Tim",11,8,1,12,2,1.0,,2.0,,6.0,,1.0,,,,4.0,7.0,4.0,3.0,3.0,,1.0,84.0
11,"Montagna, Leigh",11,6,12,23,1,,,3.0,2.0,1.0,2.0,5.0,,3.0,,10.0,13.0,,1.0,2.0,,,91.0
16,"Newnes, Jack",22,8,10,32,,,,3.0,7.0,5.0,1.0,4.0,1.0,,,4.0,28.0,,,1.0,1.0,,85.0
12,"Riewoldt, Nick",15,12,7,22,1,,,5.0,1.0,5.0,,2.0,1.0,,,5.0,16.0,2.0,3.0,3.0,,1.0,96.0
17,"Roberton, Dylan",24,12,8,32,,1.0,,2.0,6.0,2.0,,1.0,1.0,,2.0,6.0,21.0,1.0,,4.0,3.0,,83.0
6,"Ross, Sebastian",19,7,17,36,,1.0,,3.0,2.0,7.0,5.0,4.0,1.0,2.0,,12.0,22.0,,,,,,86.0
9,"Steele, Jack",5,6,15,20,,1.0,,9.0,2.0,,,1.0,,1.0,,8.0,12.0,,2.0,1.0,,1.0,78.0
29,"Webster, Jimmy",13,6,12,25,,,,5.0,3.0,3.0,,1.0,,,,5.0,18.0,1.0,,2.0,,,83.0
44,"Weller, Maverick",9,4,11,20,,,,7.0,,6.0,,5.0,2.0,2.0,,6.0,14.0,1.0,,1.0,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,248,137,170,418,9,15.0,27.0,87.0,39.0,66.0,22.0,53.0,17.0,20.0,5.0,138.0,280.0,19.0,18.0,47.0,12.0,5.0,
Opposition,Opposition,204,94,187,391,7,13.0,39.0,56.0,47.0,50.0,40.0,58.0,20.0,17.0,1.0,152.0,246.0,8.0,12.0,56.0,7.0,4.0,
