Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",25y 9d,27 (13-0-14 48.15%),7 (0.26),12 (7-0-5 58.33%),3 (0.25)
4,"Bontempelli, Marcus",27y 191d,205 (114-0-91 55.61%),187 (0.91),←,
31,"Dale, Bailey",26y 316d,120 (66-0-54 55.00%),76 (0.63),←,
35,"Daniel, Caleb",26y 331d,165 (91-0-74 55.15%),43 (0.26),←,
15,"Duryea, Taylor",32y 40d,182 (122-1-59 67.31%),25 (0.14),64 (40-0-24 62.50%),4 (0.06)
44,"English, Tim",25y 297d,97 (54-0-43 55.67%),53 (0.55),←,
43,"Gardner, Ryan",26y 2d,48 (29-0-19 60.42%),3 (0.06),←,
32,"Jones, Arthur",19y 320d,10 (7-0-3 70.00%),4 (0.40),←,
19,"Jones, Liam",32y 99d,173 (64-0-109 36.99%),84 (0.49),78 (34-0-44 43.59%),68 (0.87)
21,"Liberatore, Tom",31y 18d,206 (101-0-105 49.03%),79 (0.38),←,
7,"Lobb, Rory",30y 114d,151 (83-2-66 55.63%),155 (1.03),11 (7-0-4 63.64%),12 (1.09)
11,"Macrae, Jack",28y 304d,220 (118-0-102 53.64%),52 (0.24),←,
30,"McNeil, Lachlan",22y 114d,36 (25-0-11 69.44%),18 (0.50),←,
33,"Naughton, Aaron",23y 185d,112 (63-0-49 56.25%),169 (1.51),←,
22,"OBrien, Tim",29y 67d,114 (60-3-51 53.95%),74 (0.65),17 (9-0-8 52.94%),1 (0.06)
18,"ODonnell, James",20y 276d,4 (2-0-2 50.00%),1 (0.25),←,
20,"Richards, Ed",23y 335d,97 (51-0-46 52.58%),25 (0.26),←,
28,"Scott, Anthony",28y 95d,47 (30-0-17 63.83%),26 (0.55),←,
6,"Smith, Bailey",22y 178d,94 (55-0-39 58.51%),43 (0.46),←,
1,"Treloar, Adam",30y 86d,220 (99-1-120 45.23%),129 (0.59),47 (29-0-18 61.70%),32 (0.68)
2,"Ugle-Hagan, Jamarra",21y 60d,34 (18-0-16 52.94%),39 (1.15),←,
3,"Weightman, Cody",22y 139d,48 (27-0-21 56.25%),75 (1.56),←,
34,"Williams, Bailey",25y 236d,116 (63-0-53 54.31%),27 (0.23),←,
Totals,Totals,26y 70d,2526 (1355-7-1164 53.64%),1394 (0.55),,
C,"Beveridge, Luke",52y 284d,195 (111-0-84 56.92%),,←,
