Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",29y 5d,134 (78-2-54 58.96%),66 (0.49),122 (72-1-49 59.43%),54 (0.44)
30,"Biddiscombe, Craig",21y 258d,30 (19-1-10 65.00%),6 (0.20),←,
8,"Burns, Ronnie",25y 85d,56 (33-1-22 59.82%),97 (1.73),←,
2,"Colbert, Leigh",22y 364d,94 (59-1-34 63.30%),43 (0.46),←,
33,"Corrigan, Paul",20y 311d,25 (15-0-10 60.00%),3 (0.12),←,
7,"Graham, Ben",24y 216d,84 (55-0-29 65.48%),6 (0.07),←,
19,"Hall, Derek",27y 189d,61 (38-1-22 63.11%),64 (1.05),59 (36-1-22 61.86%),61 (1.03)
32,"Hocking, Garry",29y 241d,213 (125-2-86 59.15%),201 (0.94),←,
13,"Kilpatrick, Glenn",25y 281d,70 (40-0-30 57.14%),9 (0.13),44 (26-0-18 59.09%),5 (0.11)
29,"Lowther, Daniel",21y 48d,12 (8-0-4 66.67%),3 (0.25),←,
21,"Mansfield, Michael",26y 302d,152 (91-1-60 60.20%),84 (0.55),←,
17,"McGrath, Tim",27y 242d,156 (99-1-56 63.78%),13 (0.08),149 (95-1-53 64.09%),13 (0.09)
28,"McKinnon, Martin",22y 336d,73 (38-1-34 52.74%),42 (0.58),48 (28-1-19 59.38%),35 (0.73)
31,"Mensch, David",25y 296d,86 (60-0-26 69.77%),83 (0.97),←,
34,"Rahilly, James",18y 356d,6 (5-0-1 83.33%),,←,
15,"Riccardi, Peter",25y 171d,134 (85-1-48 63.81%),130 (0.97),←,
27,"Sanderson, Brenton",24y 99d,76 (44-1-31 58.55%),20 (0.26),66 (42-1-23 64.39%),15 (0.23)
12,"Sholl, Brad",25y 208d,80 (50-1-29 63.13%),23 (0.29),78 (50-1-27 64.74%),23 (0.29)
4,"Snell, Jason",20y 314d,20 (13-0-7 65.00%),22 (1.10),←,
14,"Spinks, Brett",24y 211d,29 (18-0-11 62.07%),37 (1.28),8 (6-0-2 75.00%),23 (2.88)
20,"Steinfort, Carl",21y 66d,27 (16-0-11 59.26%),12 (0.44),←,
26,"Stoneham, Barry",30y 117d,205 (120-2-83 59.02%),180 (0.88),←,
Totals,Totals,24y 248d,1823 (1109-16-698 60.83%),1144 (0.63),,
C,"Ayres, Gary",37y 251d,83 (52-1-30 63.25%),,←,
