Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",14,5,5,19,,,,1.0,3.0,,2.0,3.0,1.0,1.0,,7.0,10.0,,,5.0,,,66.0
16,"Brown, Leigh",9,5,8,17,,,,2.0,3.0,2.0,,3.0,1.0,1.0,,4.0,11.0,,,6.0,,1.0,100.0
24,"Firrito, Michael",2,,,2,,,,4.0,1.0,,1.0,,2.0,,,2.0,,,,,,,17.0
38,"Gibson, Josh",6,1,5,11,,,,1.0,3.0,,,1.0,1.0,1.0,,4.0,8.0,,,7.0,3.0,,92.0
6,"Grant, Shannon",23,10,10,33,1,1.0,,1.0,4.0,6.0,4.0,1.0,,1.0,2.0,5.0,27.0,1.0,,,7.0,,84.0
15,"Green, Kasey",4,2,5,9,1,,,,,1.0,,1.0,1.0,,,4.0,5.0,,,,,,88.0
31,"Hale, David",4,5,6,10,,,3.0,,1.0,1.0,2.0,2.0,,1.0,,6.0,5.0,1.0,,,,1.0,44.0
39,"Harding, Leigh",9,8,2,11,,,,5.0,,2.0,1.0,2.0,,1.0,,2.0,9.0,1.0,1.0,,,1.0,82.0
4,"Harris, Daniel",8,5,8,16,1,,1.0,3.0,,2.0,3.0,1.0,1.0,1.0,,7.0,10.0,,,3.0,2.0,2.0,78.0
29,"Harvey, Brent",19,6,12,31,,1.0,,1.0,2.0,5.0,2.0,5.0,1.0,,,6.0,26.0,1.0,,,7.0,1.0,90.0
2,"Hay, Jonathan",6,9,7,13,,,,,2.0,,,2.0,,,,3.0,10.0,,,3.0,,,100.0
21,"Jones, Corey",10,8,7,17,,1.0,1.0,2.0,2.0,5.0,2.0,2.0,,1.0,,7.0,10.0,,1.0,2.0,,2.0,89.0
40,"LeCras, Brent",10,9,6,16,,2.0,,2.0,,4.0,1.0,2.0,,,,5.0,11.0,,1.0,4.0,,,89.0
1,"McIntosh, Hamish",8,6,2,10,2,,6.0,1.0,1.0,4.0,1.0,1.0,1.0,,,2.0,8.0,,2.0,1.0,,,53.0
37,"Perry, Joel",9,7,8,17,,,,2.0,3.0,,,2.0,,1.0,,5.0,12.0,,,1.0,,,95.0
20,"Petrie, Drew",9,8,5,14,,,7.0,3.0,,3.0,,2.0,3.0,,,8.0,9.0,,,3.0,,1.0,96.0
30,"Pratt, Daniel",9,4,2,11,,,,3.0,3.0,2.0,1.0,3.0,2.0,,,3.0,7.0,,,3.0,1.0,,88.0
3,"Rawlings, Brady",10,8,12,22,,,,3.0,2.0,1.0,4.0,7.0,,1.0,,7.0,15.0,,1.0,1.0,1.0,,93.0
7,"Simpson, Adam",15,5,7,22,,,2.0,3.0,2.0,2.0,6.0,1.0,,,,8.0,15.0,,,4.0,1.0,,81.0
9,"Sinclair, Jess",11,3,5,16,,,,3.0,4.0,1.0,4.0,3.0,3.0,3.0,,6.0,12.0,,,,3.0,,81.0
23,"Thompson, Nathan",16,11,2,18,8,4.0,,1.0,,3.0,,1.0,1.0,,3.0,6.0,12.0,1.0,7.0,,1.0,,100.0
8,"Wells, Daniel",15,4,7,22,2,1.0,,3.0,2.0,6.0,2.0,2.0,,,1.0,3.0,18.0,,,1.0,4.0,1.0,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,129,131,357,15,12.0,20.0,44.0,38.0,50.0,36.0,47.0,18.0,13.0,6.0,110.0,250.0,5.0,13.0,44.0,30.0,10.0,
Opposition,Opposition,208,121,155,363,11,14.0,43.0,47.0,36.0,48.0,33.0,48.0,13.0,18.0,,92.0,270.0,8.0,17.0,52.0,16.0,5.0,
