St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
30,"Bingham, Lawrence",23y 44d,11 (6-0-5 54.55%),,8 (5-0-3 62.50%),
18,"Bowey, Brett",23y 41d,59 (25-0-34 42.37%),64 (1.08),←,
3,"Burke, Nathan",22y 156d,112 (48-1-63 43.30%),31 (0.28),←,
15,"Coghlan, Frank",29y 254d,108 (41-1-66 38.43%),64 (0.59),←,
14,"Craven, Danny",25y 69d,32 (18-1-13 57.81%),10 (0.31),←,
20,"Dwyer, Mick",23y 238d,57 (18-1-38 32.46%),42 (0.74),←,
16,"Fletcher, Adrian",22y 275d,38 (21-0-17 55.26%),17 (0.45),15 (9-0-6 60.00%),7 (0.47)
2,"Frawley, Danny",28y 307d,180 (59-1-120 33.06%),12 (0.07),←,
6,"Grant, David",25y 339d,146 (51-0-95 34.93%),66 (0.45),←,
27,"Greig, Dean",23y 254d,17 (11-0-6 64.71%),2 (0.12),←,
35,"Harvey, Robert",20y 325d,73 (36-1-36 50.00%),50 (0.68),←,
11,"Hilton, Jeff",20y 45d,6 (4-0-2 66.67%),6 (1.00),←,
52,"Kickett, Dale",24y 68d,31 (13-0-18 41.94%),28 (0.90),14 (9-0-5 64.29%),15 (1.07)
4,"Lockett, Tony",26y 124d,155 (56-0-99 36.13%),748 (4.83),←,
5,"McAdam, Gilbert",25y 103d,30 (18-1-11 61.67%),34 (1.13),←,
12,"Morris, Russell",30y 40d,131 (95-2-34 73.28%),68 (0.52),38 (24-1-13 64.47%),16 (0.42)
41,"Pekin, Tim",27y 171d,167 (82-1-84 49.40%),39 (0.23),60 (33-1-26 55.83%),24 (0.40)
31,"Shanahan, Jamie",24y 218d,14 (9-0-5 64.29%),,←,
9,"Vidovic, Lazar",27y 101d,19 (13-0-6 68.42%),1 (0.05),←,
7,"Winmar, Nicky",26y 290d,112 (48-0-64 42.86%),179 (1.60),←,
Totals,Totals,25y 27d,1498 (672-10-816 44.86%),1461 (0.98),,
C,"Sheldon, Ken",32y 193d,61 (33-1-27 54.92%),,←,
