Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",23y 185d,70 (13-1-56 19.29%),17 (0.24),15 (6-0-9 40.00%),4 (0.27)
17,"Chick, Daniel",22y 194d,62 (25-1-36 41.13%),64 (1.03),←,
9,"Crawford, Shane",23y 348d,113 (53-1-59 47.35%),86 (0.76),←,
24,"Croad, Trent",18y 167d,16 (6-0-10 37.50%),3 (0.19),←,
32,"Dixon, Ben",21y 70d,31 (13-0-18 41.94%),44 (1.42),←,
34,"Graham, Mark",25y 163d,99 (43-1-55 43.94%),32 (0.32),←,
5,"Harford, Daniel",21y 157d,73 (29-0-44 39.73%),27 (0.37),←,
13,"Hassall, Jon",25y 9d,81 (31-2-48 39.51%),15 (0.19),31 (12-0-19 38.71%),3 (0.10)
3,"Hay, Jonathan",19y 10d,20 (4-0-16 20.00%),3 (0.15),←,
2,"Holland, Nick",24y 25d,76 (30-1-45 40.13%),99 (1.30),←,
14,"Krummel, Brendan",26y 60d,60 (26-0-34 43.33%),39 (0.65),50 (20-0-30 40.00%),36 (0.72)
37,"Lekkas, Angelo",22y 55d,46 (16-0-30 34.78%),5 (0.11),←,
18,"Lloyd, Brad",22y 341d,7 (4-0-3 57.14%),3 (0.43),←,
15,"Lord, Aaron",23y 33d,75 (38-1-36 51.33%),66 (0.88),43 (15-0-28 34.88%),47 (1.09)
7,"McCabe, Luke",22y 13d,49 (21-0-28 42.86%),3 (0.06),←,
31,"Obst, Chris",18y 318d,5 (4-0-1 80.00%),,←,
20,"Rawlings, Jade",20y 318d,22 (6-0-16 27.27%),14 (0.64),←,
10,"Robran, Jonathon",25y 306d,56 (23-0-33 41.07%),5 (0.09),←,
4,"Salmon, Paul",33y 215d,267 (146-3-118 55.24%),533 (2.00),58 (23-1-34 40.52%),24 (0.41)
6,"Taylor, Richard",25y 40d,73 (30-1-42 41.78%),30 (0.41),←,
8,"Treleven, Craig",28y 70d,57 (24-1-32 42.98%),13 (0.23),←,
30,"Woods, Tony",29y 52d,113 (46-1-66 41.15%),23 (0.20),82 (30-1-51 37.20%),13 (0.16)
Totals,Totals,23y 276d,1471 (631-14-826 42.90%),1124 (0.76),,
C,"Judge, Ken",40y 220d,66 (26-1-39 40.15%),,←,
