Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bastinac, Ryan",13,1,16,29,1,,,3.0,2.0,3.0,6.0,3.0,1.0,2.0,,12.0,19.0,,,1.0,,1.0,82.0
17,"Beams, Claye",14,9,4,18,,,,2.0,1.0,2.0,,2.0,,1.0,,2.0,17.0,,,3.0,,,85.0
8,"Bewick, Rohan",12,5,10,22,,,,2.0,5.0,2.0,,1.0,1.0,,,5.0,18.0,,,2.0,,,78.0
26,"Cutler, Tom",13,2,11,24,,,,1.0,2.0,2.0,,,2.0,,,8.0,15.0,,,1.0,,,63.0
27,"Gardiner, Darcy",10,7,7,17,,,,2.0,1.0,1.0,,2.0,,,,4.0,12.0,,,9.0,,,90.0
11,"Hanley, Pearce",21,12,15,36,2,,,1.0,5.0,7.0,1.0,4.0,1.0,,,7.0,29.0,,,3.0,1.0,,86.0
2,"Harwood, Ryan",1,,2,3,,,,1.0,1.0,,,,,,,2.0,1.0,,,,,,12.0
30,"Hipwood, Eric",6,2,3,9,1,,,3.0,,4.0,,1.0,2.0,,,5.0,5.0,,,2.0,,1.0,88.0
16,"Jansen, Jarrad",5,2,14,19,,,,3.0,,,3.0,2.0,,,,9.0,10.0,,,,,,73.0
1,"Keays, Ben",2,,11,13,,,,3.0,,1.0,,3.0,,1.0,,3.0,10.0,,,,,2.0,79.0
35,"Lester, Ryan",2,4,4,6,,1.0,,3.0,,,,1.0,,1.0,,1.0,5.0,,1.0,2.0,,1.0,85.0
12,"Martin, Stefan",6,3,11,17,,,51.0,3.0,,5.0,5.0,1.0,2.0,1.0,,10.0,11.0,,,8.0,,1.0,91.0
32,"Mayes, Sam",13,8,10,23,,,,2.0,4.0,1.0,1.0,5.0,,2.0,,4.0,19.0,,,5.0,3.0,,87.0
21,"Merrett, Daniel",5,3,6,11,,,,,2.0,,2.0,5.0,2.0,5.0,,9.0,5.0,,,16.0,,,99.0
22,"Paparone, Marco",11,6,7,18,,,,4.0,3.0,,,5.0,,3.0,,1.0,17.0,,,2.0,,,87.0
10,"Rich, Daniel",16,9,4,20,,,,3.0,3.0,5.0,4.0,7.0,2.0,3.0,,6.0,16.0,,,,,,83.0
5,"Robinson, Mitch",15,2,24,39,1,,,6.0,3.0,4.0,10.0,3.0,4.0,1.0,2.0,15.0,23.0,,,1.0,,,87.0
38,"Rockliff, Tom",15,2,23,38,,,,10.0,,3.0,8.0,5.0,1.0,1.0,,18.0,19.0,,,1.0,,,87.0
23,"Schache, Josh",13,9,2,15,2,3.0,,1.0,,3.0,,3.0,1.0,,,2.0,12.0,1.0,3.0,2.0,1.0,,93.0
28,"Taylor, Lewis",9,5,12,21,1,3.0,,2.0,,1.0,3.0,1.0,1.0,,,7.0,14.0,,3.0,2.0,,1.0,88.0
14,"Walker, Josh",11,9,5,16,4,,5.0,2.0,,3.0,,,1.0,,,2.0,14.0,,3.0,3.0,,,90.0
15,"Zorko, Dayne",19,11,12,31,,1.0,,8.0,3.0,5.0,1.0,2.0,,,,6.0,25.0,,,1.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,111,213,445,12,10.0,56.0,65.0,35.0,52.0,44.0,56.0,21.0,21.0,2.0,138.0,316.0,1.0,10.0,64.0,5.0,7.0,
Opposition,Opposition,187,80,148,335,20,11.0,25.0,72.0,35.0,57.0,32.0,47.0,21.0,21.0,4.0,125.0,208.0,11.0,16.0,46.0,9.0,12.0,
