Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",19y 285d,24 (11-0-13 45.83%),6 (0.25),←,
12,"Akermanis, Jason",28y 184d,234 (146-4-84 63.25%),292 (1.25),196 (123-3-70 63.52%),248 (1.27)
20,"Black, Simon",26y 146d,169 (114-1-54 67.75%),116 (0.69),←,
36,"Bradshaw, Daniel",26y 279d,159 (97-2-60 61.64%),304 (1.91),156 (94-2-60 60.90%),304 (1.95)
17,"Brennan, Jared",21y 30d,21 (13-0-8 61.90%),15 (0.71),←,
19,"Charman, Jamie",23y 42d,72 (50-1-21 70.14%),22 (0.31),←,
30,"Copeland, Robert",24y 93d,92 (64-0-28 69.57%),19 (0.21),←,
18,"Corrie, Anthony",21y 66d,27 (12-0-15 44.44%),25 (0.93),←,
39,"Drummond, Josh",22y 130d,14 (8-0-6 57.14%),8 (0.57),←,
2,"Johnson, Chris",29y 89d,244 (122-3-119 50.61%),158 (0.65),185 (115-3-67 62.97%),91 (0.49)
9,"McGrath, Ashley",22y 99d,72 (44-1-27 61.81%),60 (0.83),←,
25,"McLaren, Dylan",23y 111d,46 (31-0-15 67.39%),6 (0.13),←,
21,"Merrett, Daniel",20y 258d,15 (8-0-7 53.33%),13 (0.87),←,
15,"Michael, Mal",28y 64d,180 (103-1-76 57.50%),27 (0.15),119 (82-1-36 69.33%),4 (0.03)
8,"Notting, Tim",26y 310d,134 (90-1-43 67.54%),109 (0.81),←,
6,"Power, Luke",25y 231d,154 (101-1-52 65.91%),161 (1.05),←,
35,"Rischitelli, Michael",19y 231d,4 (2-0-2 50.00%),4 (1.00),←,
22,"Scott, Chris",29y 116d,213 (126-3-84 59.86%),79 (0.37),158 (99-2-57 63.29%),56 (0.35)
28,"Selwood, Troy",21y 118d,17 (8-0-9 47.06%),2 (0.12),←,
29,"Sherman, Justin",18y 213d,19 (9-0-10 47.37%),13 (0.68),←,
3,"Voss, Michael",30y 51d,268 (160-2-106 60.07%),242 (0.90),189 (122-1-66 64.81%),170 (0.90)
33,"White, Darryl",32y 76d,268 (145-5-118 55.04%),165 (0.62),178 (106-3-69 60.39%),59 (0.33)
Totals,Totals,24y 213d,2446 (1464-25-957 59.85%),1846 (0.75),,
C,"Matthews, Leigh",53y 179d,395 (241-6-148 61.77%),,171 (116-1-54 68.13%),
