Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",21y 336d,26 (12-0-14 46.15%),9 (0.35),←,
11,"Bandy, Daniel",26y 175d,112 (34-0-78 30.36%),91 (0.81),7 (1-0-6 14.29%),11 (1.57)
18,"Bartlett, Trent",25y 167d,81 (37-2-42 46.91%),42 (0.52),42 (19-0-23 45.24%),34 (0.81)
40,"Birss, Shane",19y 62d,6 (1-0-5 16.67%),4 (0.67),←,
17,"Brown, Nathan",24y 91d,100 (53-1-46 53.50%),101 (1.01),←,
16,"Croft, Matthew",29y 75d,156 (85-3-68 55.45%),53 (0.34),←,
14,"Darcy, Luke",26y 304d,140 (72-2-66 52.14%),96 (0.69),←,
28,"Dimattina, Paul",27y 171d,97 (53-1-43 55.15%),42 (0.43),←,
10,"Eagleton, Nathan",23y 183d,103 (49-2-52 48.54%),84 (0.82),47 (23-0-24 48.94%),39 (0.83)
4,"Garlick, Simon",27y 32d,139 (74-1-64 53.60%),106 (0.76),95 (50-1-44 53.16%),79 (0.83)
13,"Giansiracusa, Daniel",20y 62d,19 (6-0-13 31.58%),18 (0.95),←,
9,"Gilbee, Lindsay",20y 308d,14 (6-0-8 42.86%),4 (0.29),←,
3,"Grant, Chris",29y 150d,259 (135-4-120 52.90%),486 (1.88),←,
22,"Harrison, Ben",27y 115d,105 (49-0-56 46.67%),46 (0.44),29 (11-0-18 37.93%),7 (0.24)
25,"Hunter, Kingsley",26y 350d,85 (32-0-53 37.65%),111 (1.31),44 (18-0-26 40.91%),25 (0.57)
6,"Johnson, Brad",25y 298d,174 (88-3-83 51.44%),193 (1.11),←,
35,"Kretiuk, Steven",29y 312d,143 (81-2-60 57.34%),11 (0.08),←,
39,"Liberatore, Tony",36y 90d,274 (144-3-127 53.10%),95 (0.35),←,
2,"Murphy, Robert",19y 337d,23 (10-0-13 43.48%),3 (0.13),←,
12,"Saunders, Nathan",25y 294d,2 (1-0-1 50.00%),2 (1.00),←,
5,"Smith, Rohan",28y 346d,198 (103-3-92 52.78%),190 (0.96),←,
7,"West, Scott",27y 179d,198 (101-2-95 51.52%),76 (0.38),←,
Totals,Totals,25y 335d,2454 (1226-29-1199 49.96%),1863 (0.76),,
C,"Wallace, Terry",43y 150d,134 (72-1-61 54.10%),,←,
