Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",24y 201d,104 (63-2-39 61.54%),47 (0.45),←,
24,"Bolton, Jude",33y 148d,320 (182-5-133 57.66%),191 (0.60),←,
13,"Everitt, Andrejs",24y 150d,73 (49-3-21 69.18%),32 (0.44),37 (27-2-8 75.68%),24 (0.65)
39,"Grundy, Heath",27y 69d,133 (80-2-51 60.90%),22 (0.17),←,
4,"Hannebery, Dan",22y 167d,96 (61-2-33 64.58%),41 (0.43),←,
33,"Jack, Brandon",19y 77d,8 (7-0-1 87.50%),7 (0.88),←,
15,"Jack, Kieren",26y 43d,133 (77-3-53 59.02%),97 (0.73),←,
12,"Kennedy, Josh",25y 51d,105 (65-2-38 62.86%),66 (0.63),92 (60-2-30 66.30%),62 (0.67)
9,"Malceski, Nick",28y 360d,145 (95-2-48 66.21%),59 (0.41),←,
21,"McGlynn, Ben",28y 4d,120 (71-2-47 60.00%),135 (1.13),76 (48-2-26 64.47%),107 (1.41)
3,"McVeigh, Jarrad",28y 125d,213 (128-4-81 61.03%),154 (0.72),←,
6,"Mitchell, Tom",20y 71d,10 (8-0-2 80.00%),10 (1.00),←,
41,"Mumford, Shane",27y 36d,94 (67-2-25 72.34%),37 (0.39),73 (50-2-21 69.86%),34 (0.47)
5,"OKeefe, Ryan",32y 198d,276 (161-4-111 59.06%),258 (0.93),←,
26,"Parker, Luke",20y 289d,51 (34-1-16 67.65%),28 (0.55),←,
38,"Pyke, Mike",29y 139d,65 (41-1-23 63.85%),33 (0.51),←,
43,"Rampe, Dane",23y 69d,17 (12-1-4 73.53%),1 (0.06),←,
25,"Richards, Ted",30y 211d,200 (119-4-77 60.50%),32 (0.16),167 (100-4-63 61.08%),13 (0.08)
2,"Shaw, Rhyce",31y 298d,191 (103-1-87 54.19%),42 (0.22),97 (55-1-41 57.22%),22 (0.23)
40,"Smith, Nick",25y 59d,93 (56-2-35 61.29%),9 (0.10),←,
8,"Tippett, Kurt",26y 94d,112 (59-0-53 52.68%),215 (1.92),8 (6-0-2 75.00%),27 (3.38)
18,"White, Jesse",25y 213d,65 (33-2-30 52.31%),66 (1.02),←,
Totals,Totals,26y 140d,2624 (1571-45-1008 59.87%),1582 (0.60),,
C,"Longmire, John",42y 222d,68 (46-2-20 69.12%),,←,
