Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Armstrong, Tony",10,4,11,21,,,,2.0,2.0,,2.0,,2.0,,,7.0,18.0,,,1.0,,,71.0
14,"Bird, Craig",12,1,4,16,,,,8.0,,6.0,6.0,2.0,,,,8.0,10.0,,,1.0,,,84.0
24,"Bolton, Jude",10,4,6,16,1,3.0,,7.0,,5.0,2.0,2.0,1.0,,,8.0,8.0,2.0,2.0,,,,88.0
13 ↓,"Everitt, Andrejs",3,1,6,9,,,,2.0,,1.0,1.0,1.0,,,,6.0,2.0,1.0,,,,,57.0
37,"Goodes, Adam",8,5,6,14,1,,,5.0,2.0,2.0,1.0,4.0,,,,6.0,7.0,1.0,1.0,1.0,,,92.0
39,"Grundy, Heath",8,5,9,17,,,,,4.0,1.0,,1.0,1.0,,,4.0,13.0,,,9.0,,,95.0
4,"Hannebery, Dan",13,3,17,30,,,,4.0,3.0,5.0,3.0,3.0,,1.0,2.0,13.0,16.0,,1.0,,,,86.0
15,"Jack, Kieren",9,1,13,22,1,1.0,,13.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,14.0,9.0,,1.0,1.0,,1.0,85.0
32 ↑,"Jetta, Lewis",6,2,1,7,,,,2.0,2.0,2.0,1.0,,,,,1.0,4.0,,,,,,22.0
12,"Kennedy, Josh",12,1,13,25,1,,,7.0,1.0,9.0,7.0,4.0,2.0,1.0,,15.0,12.0,,,3.0,,,84.0
9,"Malceski, Nick",14,6,5,19,,,,3.0,4.0,2.0,,4.0,,1.0,,2.0,14.0,,,3.0,,,86.0
29,"Mattner, Martin",4,3,5,9,,,,3.0,2.0,,,3.0,1.0,1.0,,4.0,6.0,,,1.0,,,88.0
21,"McGlynn, Ben",12,4,4,16,2,1.0,,3.0,2.0,4.0,3.0,4.0,2.0,1.0,,7.0,7.0,1.0,2.0,3.0,,1.0,83.0
3,"McVeigh, Jarrad",10,2,15,25,1,1.0,,6.0,1.0,1.0,4.0,,,,,12.0,12.0,,1.0,4.0,,1.0,89.0
41,"Mumford, Shane",3,,6,9,1,2.0,24.0,4.0,1.0,,3.0,2.0,3.0,2.0,,6.0,3.0,,,3.0,,,77.0
5,"OKeefe, Ryan",15,5,6,21,,2.0,,5.0,2.0,4.0,3.0,,2.0,,,11.0,9.0,1.0,,1.0,,,91.0
26,"Parker, Luke",11,4,14,25,2,,,3.0,,5.0,,3.0,2.0,2.0,,15.0,9.0,,,1.0,,2.0,80.0
38,"Pyke, Mike",4,1,3,7,,1.0,32.0,3.0,1.0,3.0,2.0,1.0,,1.0,,5.0,2.0,1.0,,11.0,,,74.0
43,"Rampe, Dane",11,3,6,17,,,,,4.0,1.0,1.0,3.0,,,,5.0,12.0,,,3.0,,,84.0
20,"Reid, Sam",2,1,6,8,,,,5.0,,2.0,,1.0,1.0,,,3.0,5.0,,,2.0,,1.0,96.0
25,"Richards, Ted",10,7,6,16,1,,,3.0,3.0,2.0,,,1.0,,3.0,9.0,7.0,3.0,,5.0,,,95.0
40,"Smith, Nick",10,1,5,15,,,,2.0,1.0,2.0,,,,,,4.0,11.0,,,3.0,,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,64,167,364,11,13.0,56.0,90.0,36.0,59.0,43.0,42.0,19.0,11.0,6.0,165.0,196.0,10.0,8.0,56.0,,6.0,
Opposition,Opposition,197,67,127,324,9,9.0,36.0,98.0,46.0,50.0,43.0,56.0,11.0,18.0,,166.0,153.0,10.0,8.0,61.0,2.0,5.0,
