Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",10,,11,21,,,,6.0,3.0,1.0,2.0,4.0,,1.0,,11.0,9.0,,,3.0,,1.0,83.0
21,"Balta, Noah",11,9,2,13,,,,,6.0,,,3.0,,,,3.0,7.0,2.0,,5.0,,,93.0
41,"Banks, Sam",9,,8,17,,,,2.0,3.0,4.0,5.0,2.0,1.0,1.0,,7.0,10.0,,,1.0,,1.0,78.0
29,"Bolton, Shai",7,1,10,17,1,1.0,,2.0,,3.0,3.0,3.0,,3.0,,7.0,12.0,,1.0,5.0,,,87.0
35,"Broad, Nathan",14,8,4,18,,,,3.0,7.0,,,6.0,1.0,,,5.0,12.0,,,3.0,,,89.0
30,"Brown, Tom",2,4,6,8,,,,1.0,,2.0,,1.0,,,,4.0,4.0,2.0,,3.0,,1.0,83.0
44,"Campbell, Seth",12,2,7,19,1,2.0,,,1.0,3.0,3.0,2.0,1.0,,,6.0,11.0,,1.0,1.0,,,79.0
27,"Dow, Thomson",3,1,13,16,,,,4.0,1.0,1.0,2.0,2.0,,,,8.0,8.0,,,,,1.0,73.0
48,"Green, Steely",8,3,5,13,1,,,,,5.0,,2.0,1.0,,,3.0,10.0,,,1.0,,1.0,73.0
22,"Hopper, Jacob",13,4,12,25,,,,4.0,1.0,3.0,4.0,4.0,2.0,,,15.0,11.0,,,,,,70.0
20,"Koschitzke, Jacob",3,1,5,8,1,,1.0,1.0,,1.0,,5.0,,,,5.0,5.0,,,2.0,,,90.0
31,"Mansell, Rhyan",9,7,3,12,3,,,1.0,,4.0,1.0,4.0,,,,6.0,7.0,,2.0,4.0,,,71.0
33,"McIntosh, Kamdyn",7,3,3,10,1,2.0,,2.0,,2.0,,2.0,,,,3.0,8.0,,1.0,1.0,1.0,,87.0
46,"Miller, Ben",7,2,4,11,,,,4.0,2.0,,,1.0,,,,2.0,6.0,,,9.0,,,93.0
25 ↓,"Nankervis, Toby",4,2,9,13,,,23.0,2.0,,2.0,4.0,2.0,,,,7.0,5.0,1.0,,4.0,,,59.0
3,"Prestia, Dion",11,3,13,24,1,,,2.0,2.0,3.0,4.0,,,,,9.0,14.0,,,1.0,,1.0,74.0
13,"Ralphsmith, Hugo",5,2,10,15,,,,2.0,1.0,1.0,1.0,3.0,,,,4.0,11.0,,,1.0,,,86.0
17,"Rioli, Daniel",17,5,11,28,2,,,4.0,7.0,3.0,1.0,4.0,2.0,2.0,2.0,9.0,16.0,,,3.0,1.0,,86.0
32,"Ryan, Samson",3,1,,3,,,9.0,1.0,,1.0,,4.0,,3.0,,1.0,1.0,1.0,1.0,2.0,,,82.0
15,"Short, Jayden",21,3,2,23,,,,2.0,4.0,3.0,,4.0,,2.0,,1.0,11.0,,,3.0,,1.0,87.0
49,"Smith, Kaleb",10,4,4,14,,,,,4.0,2.0,1.0,3.0,,,,5.0,10.0,,,3.0,,1.0,72.0
40 ↑,"Sonsie, Tyler",3,,,3,,,,1.0,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,23.0
36,"Trezise, James",8,5,7,15,,,,3.0,3.0,1.0,,1.0,1.0,,,4.0,10.0,,,5.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,70,149,346,11,9.0,33.0,47.0,45.0,45.0,31.0,63.0,9.0,13.0,2.0,126.0,199.0,6.0,6.0,61.0,2.0,8.0,
Opposition,Opposition,249,102,125,374,16,20.0,52.0,70.0,34.0,65.0,47.0,49.0,13.0,9.0,4.0,149.0,205.0,16.0,18.0,46.0,4.0,13.0,
