Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",25y 263d,108 (56-0-52 51.85%),43 (0.40),63 (48-0-15 76.19%),19 (0.30)
31,"Andrews, Harris",26y 200d,175 (81-0-94 46.29%),10 (0.06),←,
8,"Ashcroft, Will",19y 54d,15 (11-0-4 73.33%),7 (0.47),←,
33,"Bailey, Zac",23y 279d,109 (71-0-38 65.14%),111 (1.02),←,
7,"Berry, Jarrod",25y 144d,123 (68-0-55 55.28%),57 (0.46),←,
23,"Cameron, Charlie",28y 359d,191 (122-1-68 64.14%),338 (1.77),118 (75-0-43 63.56%),251 (2.13)
18,"Coleman, Keidean",23y 90d,55 (37-0-18 67.27%),13 (0.24),←,
3,"Daniher, Joe",29y 117d,166 (79-1-86 47.89%),315 (1.90),58 (39-0-19 67.24%),124 (2.14)
5,"Dunkley, Josh",26y 171d,131 (76-0-55 58.02%),67 (0.51),15 (11-0-4 73.33%),2 (0.13)
28,"Fletcher, Jaspa",19y 125d,3 (3-0-0 100.00%),1 (0.33),←,
32,"Fort, Darcy",29y 327d,32 (23-0-9 71.88%),16 (0.50),24 (18-0-6 75.00%),10 (0.42)
30,"Hipwood, Eric",25y 289d,142 (74-0-68 52.11%),216 (1.52),←,
35,"Lester, Ryan",30y 307d,169 (73-0-96 43.20%),46 (0.27),←,
11,"McCarthy, Lincoln",29y 250d,134 (95-0-39 70.90%),145 (1.08),105 (72-0-33 68.57%),120 (1.14)
6,"McCluggage, Hugh",25y 118d,144 (80-0-64 55.56%),87 (0.60),←,
46,"McInerney, Oscar",28y 354d,116 (73-0-43 62.93%),49 (0.42),←,
26,"McKenna, Conor",27y 93d,94 (46-1-47 49.47%),25 (0.27),15 (11-0-4 73.33%),5 (0.33)
9,"Neale, Lachie",30y 36d,235 (132-0-103 56.17%),115 (0.49),100 (67-0-33 67.00%),48 (0.48)
40,"Payne, Jack",23y 257d,41 (25-0-16 60.98%),2 (0.05),←,
16,"Rayner, Cam",23y 251d,102 (61-0-41 59.80%),96 (0.94),←,
2,"Robertson, Deven",21y 364d,32 (20-0-12 62.50%),8 (0.25),←,
37,"Starcevich, Brandon",23y 340d,86 (59-0-27 68.60%),5 (0.06),←,
44,"Wilmot, Darcy",19y 180d,18 (13-0-5 72.22%),4 (0.22),←,
Totals,Totals,25y 216d,2421 (1378-3-1040 56.92%),1776 (0.73),,
C,"Fagan, Chris",62y 6d,151 (84-0-67 55.63%),,←,
