Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Beaumont, Simon",10,2,2,12,,1.0,,2.0,6.0,1.0,,3.0,,1.0,,7.0,4.0,1.0,,,,,
21,"Bradley, Craig",13,3,8,21,,2.0,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,,10.0,10.0,1.0,,2.0,,,
35,"Campbell, Blake",5,2,3,8,,,,5.0,1.0,,,,,,,3.0,5.0,,,,,,
16,"Camporeale, Scott",18,2,6,24,,,,3.0,3.0,5.0,4.0,3.0,2.0,1.0,,9.0,16.0,,,,,,
39,"Christou, Ang",10,3,6,16,,,,,5.0,1.0,,3.0,1.0,1.0,,4.0,13.0,,1.0,2.0,1.0,,
13,"Davies, Justin",6,4,7,13,,,,3.0,1.0,1.0,1.0,,,,,2.0,10.0,,,,4.0,,
25,"Fevola, Brendan",8,6,1,9,2,1.0,,2.0,,1.0,,2.0,,,,4.0,6.0,2.0,3.0,4.0,,,
31,"Fletcher, Simon",9,5,13,22,,,,2.0,,3.0,6.0,2.0,2.0,1.0,,13.0,10.0,,,3.0,,,
45,"Franchina, Anthony",4,1,4,8,,,,3.0,,1.0,2.0,2.0,,2.0,,3.0,4.0,,,1.0,,,
37,"Hotton, Trent",7,3,7,14,,,10.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,,8.0,6.0,1.0,,2.0,,,
12,"Lappin, Matthew",11,4,11,22,1,,,4.0,1.0,5.0,3.0,4.0,,3.0,,7.0,14.0,,1.0,4.0,2.0,,
4,"Livingston, Luke",3,1,2,5,,,,,,1.0,,1.0,,1.0,,,4.0,,,1.0,,,
10,"Mansfield, Michael",7,1,2,9,,,,2.0,3.0,2.0,2.0,3.0,,1.0,,6.0,4.0,,,2.0,,,
5,"McKay, Andrew",7,2,5,12,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,7.0,3.0,1.0,,3.0,,,
2,"McKernan, Corey",2,1,,2,,,,,,1.0,,,,,,,1.0,,,,,,
18,"Murphy, Justin",14,5,7,21,2,2.0,,3.0,2.0,6.0,2.0,1.0,,,,6.0,14.0,,,,,,
40,"Plunkett, Jim",16,3,5,21,1,,,5.0,2.0,5.0,4.0,2.0,,2.0,,11.0,8.0,,,,,,
28,"Prendergast, Ian",5,2,3,8,,,1.0,1.0,,,2.0,1.0,,1.0,,2.0,5.0,,,1.0,,,
7,"Ratten, Brett",14,3,11,25,2,,,2.0,3.0,2.0,6.0,,,,,13.0,11.0,,,1.0,1.0,,
32,"Thornton, Bret",8,4,6,14,,,,2.0,3.0,,,3.0,2.0,2.0,,6.0,9.0,,,3.0,,,
8,"Whitnall, Lance",10,8,5,15,2,1.0,8.0,,1.0,7.0,,1.0,,,,4.0,10.0,1.0,1.0,1.0,,,
34,"Wiggins, Simon",9,3,4,13,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,7.0,6.0,1.0,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,68,118,314,10,8.0,19.0,49.0,35.0,49.0,41.0,35.0,13.0,18.0,,132.0,173.0,8.0,6.0,32.0,8.0,,
Opposition,Opposition,196,72,127,323,14,12.0,38.0,56.0,35.0,52.0,37.0,34.0,18.0,13.0,6.0,135.0,188.0,10.0,12.0,44.0,7.0,,
