Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",10,7,9,19,,,,1.0,4.0,2.0,,3.0,1.0,1.0,,5.0,14.0,,,1.0,,,88.0
46,"Blicavs, Mark",5,5,8,13,,,21.0,8.0,,3.0,2.0,3.0,,2.0,,7.0,6.0,1.0,,2.0,,,88.0
23,"Caddy, Josh",5,3,8,13,,1.0,,8.0,1.0,,2.0,1.0,1.0,1.0,,5.0,8.0,,,,,,76.0
5 ↑,"Cockatoo, Nakia",5,2,1,6,1,1.0,,1.0,,2.0,2.0,1.0,,,,2.0,4.0,,1.0,2.0,2.0,,26.0
44,"Enright, Corey",18,10,10,28,,,,,4.0,,,1.0,1.0,,,8.0,20.0,2.0,1.0,5.0,,1.0,91.0
28,"Gregson, Cory",3,,6,9,,1.0,,4.0,1.0,1.0,,1.0,,1.0,,2.0,7.0,,,,,,80.0
29,"Guthrie, Cameron",13,6,17,30,3,,1.0,5.0,,1.0,4.0,3.0,,2.0,,11.0,21.0,1.0,1.0,1.0,,,80.0
26,"Hawkins, Tom",5,3,5,10,2,1.0,,3.0,,1.0,,,,,,7.0,3.0,2.0,2.0,2.0,,1.0,93.0
33,"Horlin-Smith, George",7,6,19,26,,,,2.0,,2.0,3.0,1.0,2.0,,,10.0,17.0,,1.0,,,,73.0
20,"Johnson, Steve",15,8,8,23,2,2.0,,3.0,,5.0,,1.0,,1.0,,4.0,19.0,1.0,2.0,2.0,,,92.0
9 ↓,"Kelly, James",5,,5,10,,,,6.0,2.0,1.0,,4.0,,,,2.0,8.0,,,,,1.0,53.0
8,"Kolodjashnij, Jake",7,6,13,20,,,,3.0,2.0,2.0,,1.0,,,,7.0,13.0,2.0,,5.0,,,89.0
11,"Lang, Darcy",11,7,7,18,2,1.0,,1.0,,4.0,1.0,3.0,,3.0,,7.0,11.0,1.0,1.0,,1.0,1.0,81.0
4,"Mackie, Andrew",21,8,6,27,,,,1.0,6.0,6.0,1.0,2.0,,,,2.0,25.0,,,1.0,1.0,,91.0
32,"Motlop, Steven",16,5,2,18,,,,4.0,1.0,4.0,1.0,1.0,,,,3.0,15.0,,,,,,88.0
21,"Murdoch, Jordan",7,2,10,17,,,,4.0,2.0,1.0,,2.0,,1.0,,2.0,15.0,,,,,,84.0
25,"Rivers, Jared",4,4,6,10,,,,2.0,2.0,1.0,,,,,,3.0,7.0,1.0,,5.0,,,92.0
14,"Selwood, Joel",16,5,9,25,1,,,3.0,2.0,4.0,12.0,4.0,5.0,2.0,,19.0,7.0,2.0,,1.0,,,92.0
27,"Stokes, Mathew",7,4,14,21,,,,,,2.0,,1.0,,,,4.0,16.0,,1.0,,,1.0,86.0
7,"Taylor, Harry",6,3,6,12,,,,1.0,3.0,1.0,,2.0,,,,3.0,9.0,,,3.0,,,94.0
40,"Thurlow, Jackson",7,4,9,16,,,,1.0,2.0,,2.0,1.0,1.0,,,8.0,7.0,,,2.0,,,76.0
34,"Walker, Josh",7,4,5,12,1,2.0,3.0,1.0,1.0,,1.0,3.0,1.0,,,8.0,5.0,3.0,3.0,2.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,102,183,383,12,13.0,25.0,62.0,33.0,43.0,31.0,39.0,12.0,14.0,,129.0,257.0,16.0,13.0,34.0,4.0,5.0,
Opposition,Opposition,223,96,159,382,19,7.0,59.0,69.0,30.0,54.0,43.0,41.0,14.0,12.0,6.0,126.0,247.0,8.0,12.0,48.0,8.0,12.0,
