Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",26y 305d,167 (110-1-56 66.17%),65 (0.39),25 (20-1-4 82.00%),7 (0.28)
17,"Beams, Dayne",21y 42d,44 (31-2-11 72.73%),42 (0.95),←,
11,"Blair, Jarryd",20y 346d,13 (11-1-1 88.46%),10 (0.77),←,
15,"Brown, Leigh",29y 31d,224 (111-3-110 50.22%),116 (0.52),43 (33-2-8 79.07%),32 (0.74)
27,"Buckley, Simon",23y 342d,22 (4-0-18 18.18%),5 (0.23),1 (1-0-0 100.00%),2 (2.00)
32,"Cloke, Travis",24y 21d,125 (75-2-48 60.80%),157 (1.26),←,
31,"Dawes, Chris",22y 314d,31 (25-1-5 82.26%),44 (1.42),←,
4,"Didak, Alan",28y 39d,183 (111-1-71 60.93%),257 (1.40),←,
26,"Johnson, Ben",29y 355d,209 (119-1-89 57.18%),64 (0.31),←,
18,"Jolly, Darren",29y 140d,193 (107-4-82 56.48%),95 (0.49),27 (21-2-4 81.48%),25 (0.93)
7,"Krakouer, Andrew",28y 50d,103 (35-0-68 33.98%),103 (1.00),1 (1-0-0 100.00%),1 (1.00)
8,"Lumumba, Heritier",24y 131d,112 (71-2-39 64.29%),15 (0.13),←,
30,"Macaffer, Brent",23y 26d,27 (18-2-7 70.37%),21 (0.78),←,
10,"Pendlebury, Scott",23y 78d,103 (65-2-36 64.08%),60 (0.58),←,
20,"Reid, Ben",21y 331d,30 (18-2-10 63.33%),3 (0.10),←,
39,"Shaw, Heath",25y 119d,116 (71-2-43 62.07%),25 (0.22),←,
22,"Sidebottom, Steele",20y 83d,37 (27-2-8 75.68%),27 (0.73),←,
36,"Swan, Dane",27y 29d,152 (89-2-61 59.21%),104 (0.68),←,
2,"Tarrant, Chris",30y 189d,234 (104-0-130 44.44%),359 (1.53),162 (76-0-86 46.91%),299 (1.85)
13,"Thomas, Dale",23y 278d,112 (71-2-39 64.29%),86 (0.77),←,
34,"Toovey, Alan",24y 3d,68 (47-2-19 70.59%),8 (0.12),←,
21,"Wellingham, Sharrod",22y 262d,53 (37-2-14 71.70%),25 (0.47),←,
Totals,Totals,25y 10d,2358 (1357-36-965 57.55%),1691 (0.72),,
C,"Malthouse, Mick",57y 221d,640 (365-6-269 57.50%),,262 (142-2-118 54.58%),
