Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 66d,242 (147-0-95 60.74%),131 (0.54),←,
27,"Baird, John",23y 353d,40 (20-1-19 51.25%),6 (0.15),←,
16,"Brown, Leigh",22y 96d,95 (34-1-60 36.32%),39 (0.41),32 (15-1-16 48.44%),19 (0.59)
2,"Colbert, Leigh",28y 357d,180 (101-2-77 56.67%),64 (0.36),75 (39-1-35 52.67%),14 (0.19)
6,"Grant, Shannon",27y 40d,202 (116-2-84 57.92%),220 (1.09),144 (84-1-59 58.68%),182 (1.26)
4,"Harris, Daniel",22y 19d,35 (17-1-17 50.00%),11 (0.31),←,
29,"Harvey, Brent",26y 15d,160 (95-1-64 59.69%),193 (1.21),←,
21,"Jones, Corey",23y 93d,48 (21-0-27 43.75%),48 (1.00),←,
34,"King, David",32y 83d,229 (139-1-89 60.92%),142 (0.62),←,
35,"Makepeace, Troy",25y 84d,93 (47-1-45 51.08%),23 (0.25),←,
5,"McKernan, Corey",30y 162d,231 (128-0-103 55.41%),301 (1.30),190 (122-0-68 64.21%),241 (1.27)
19,"Motlop, Daniel",22y 74d,32 (11-1-20 35.94%),36 (1.13),←,
20,"Petrie, Drew",21y 227d,51 (23-1-27 46.08%),50 (0.98),←,
3,"Rawlings, Brady",22y 354d,80 (45-0-35 56.25%),35 (0.44),←,
26,"Rocca, Saverio",30y 191d,216 (99-3-114 46.53%),642 (2.97),60 (29-1-30 49.17%),128 (2.13)
32,"Sansbury, Eddie",20y 185d,8 (3-0-5 37.50%),1 (0.13),←,
7,"Simpson, Adam",28y 103d,190 (117-1-72 61.84%),65 (0.34),←,
9,"Sinclair, Jess",25y 277d,110 (38-1-71 35.00%),55 (0.50),60 (25-1-34 42.50%),29 (0.48)
10,"Stevens, Anthony",32y 332d,280 (167-1-112 59.82%),125 (0.45),←,
1,"Watson, Ashley",20y 64d,5 (3-0-2 60.00%),,←,
36,"Watt, Shannon",23y 185d,57 (28-1-28 50.00%),4 (0.07),←,
8,"Wells, Daniel",19y 116d,28 (14-1-13 51.79%),16 (0.57),←,
Totals,Totals,25y 175d,2612 (1413-20-1179 54.10%),2207 (0.84),,
C,"Laidley, Dani",37y 63d,32 (15-1-16 48.44%),,←,
