Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",32y 155d,290 (203-3-84 70.52%),194 (0.67),←,
46,"Blicavs, Mark",25y 40d,73 (49-1-23 67.81%),20 (0.27),←,
23,"Caddy, Josh",23y 222d,84 (44-1-39 52.98%),64 (0.76),60 (41-1-18 69.17%),47 (0.78)
5,"Cockatoo, Nakia",19y 197d,16 (10-1-5 65.63%),9 (0.56),←,
35,"Dangerfield, Patrick",26y 32d,161 (87-0-74 54.04%),170 (1.06),7 (6-0-1 85.71%),7 (1.00)
22,"Duncan, Mitch",24y 332d,118 (89-0-29 75.42%),97 (0.82),←,
44,"Enright, Corey",34y 236d,315 (208-3-104 66.51%),62 (0.20),←,
29,"Guthrie, Cameron",23y 262d,92 (62-1-29 67.93%),27 (0.29),←,
26,"Hawkins, Tom",27y 291d,173 (130-1-42 75.43%),349 (2.02),←,
25,"Henderson, Lachie",26y 145d,123 (55-1-67 45.12%),105 (0.85),6 (5-0-1 83.33%),1 (0.17)
39,"Kersten, Shane",23y 53d,26 (20-0-6 76.92%),31 (1.19),←,
11,"Lang, Darcy",20y 168d,27 (16-1-10 61.11%),22 (0.81),←,
13,"Lonergan, Tom",31y 356d,170 (124-2-44 73.53%),54 (0.32),←,
4,"Mackie, Andrew",31y 274d,241 (181-1-59 75.31%),97 (0.40),←,
6,"McCarthy, Lincoln",22y 198d,11 (9-0-2 81.82%),7 (0.64),←,
10,"Menzel, Daniel",24y 237d,28 (24-0-4 85.71%),42 (1.50),←,
32,"Motlop, Steven",25y 56d,95 (63-1-31 66.84%),128 (1.35),←,
36,"Ruggles, Tom",24y 12d,4 (4-0-0 100.00%),,←,
14,"Selwood, Joel",27y 347d,211 (163-1-47 77.49%),131 (0.62),←,
9,"Smith, Zac",26y 75d,72 (19-0-53 26.39%),36 (0.50),7 (6-0-1 85.71%),5 (0.71)
1,"Stanley, Rhys",25y 158d,72 (30-0-42 41.67%),51 (0.71),14 (9-0-5 64.29%),11 (0.79)
7,"Taylor, Harry",29y 330d,187 (141-1-45 75.67%),41 (0.22),←,
Totals,Totals,26y 90d,2589 (1731-19-839 66.86%),1737 (0.67),,
C,"Scott, Chris",40y 4d,125 (90-1-34 72.40%),,←,
