St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Butler, Dan",7,,2,9,,,,1.0,,2.0,1.0,3.0,,1.0,,6.0,3.0,,,3.0,1.0,1.0,74.0
11,"Clark, Hunter",8,4,4,12,,,,1.0,3.0,1.0,,1.0,,1.0,,4.0,8.0,,,,,,69.0
5,"Crouch, Brad",15,5,10,25,,1.0,,8.0,1.0,5.0,8.0,5.0,1.0,2.0,,12.0,12.0,,,1.0,,1.0,75.0
22,"Higgins, Jack",8,4,3,11,2,,,1.0,1.0,4.0,,,,,,3.0,7.0,,1.0,,2.0,,78.0
8,"Hill, Bradley",6,2,5,11,,,,4.0,,2.0,2.0,1.0,2.0,,,5.0,5.0,,,3.0,,,89.0
20,"Howard, Dougal",10,4,3,13,,,,1.0,1.0,1.0,,3.0,1.0,1.0,,2.0,9.0,,,8.0,,,100.0
3 ↑,"Jones, Zak",10,6,7,17,,,,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,7.0,11.0,,,,,1.0,55.0
12,"King, Max",7,5,1,8,,5.0,1.0,1.0,1.0,1.0,,,1.0,,,4.0,4.0,2.0,3.0,2.0,,,93.0
31,"Lienert, Jarrod",10,5,5,15,,,2.0,4.0,1.0,2.0,2.0,1.0,1.0,,,4.0,10.0,,,5.0,,,88.0
21,"Long, Ben",8,5,3,11,,,,3.0,,3.0,,1.0,,1.0,,3.0,8.0,1.0,,1.0,,,70.0
19,"Marshall, Rowan",15,3,5,20,,,42.0,3.0,6.0,2.0,7.0,4.0,,,,13.0,7.0,1.0,,1.0,,,87.0
28,"Membrey, Tim",7,6,3,10,3,2.0,,,,1.0,,,,,,2.0,8.0,1.0,5.0,1.0,,,89.0
24,"Owens, Mitch",7,5,3,10,,,3.0,5.0,,,,5.0,1.0,,,6.0,7.0,1.0,,2.0,1.0,1.0,83.0
33,"Paton, Ben",6,5,1,7,,,,7.0,1.0,,,,,,,2.0,5.0,1.0,,1.0,,,85.0
6,"Ross, Sebastian",15,3,17,32,,,,5.0,1.0,6.0,7.0,4.0,1.0,,,15.0,16.0,,,2.0,,1.0,78.0
43,"Sharman, Cooper",4,,2,6,,,,,2.0,,,2.0,,1.0,,2.0,3.0,,,5.0,,,55.0
35,"Sinclair, Jack",19,6,6,25,,,,3.0,5.0,5.0,1.0,2.0,,1.0,,6.0,13.0,,,1.0,,,87.0
9,"Steele, Jack",5,2,8,13,,,,7.0,1.0,3.0,1.0,2.0,,,,7.0,6.0,,,,,,88.0
7,"Wanganeen-Milera, Nasiah",9,7,3,12,,,,3.0,2.0,3.0,1.0,1.0,,1.0,,2.0,10.0,,1.0,1.0,,1.0,67.0
29 ↓,"Webster, Jimmy",2,1,,2,,,,2.0,2.0,,,,,,,,1.0,,,,,,16.0
44,"Wilkie, Callum",15,11,7,22,,,,1.0,6.0,1.0,1.0,1.0,,,,5.0,18.0,1.0,,9.0,,,100.0
17,"Windhager, Marcus",15,7,6,21,,1.0,,1.0,1.0,3.0,5.0,4.0,4.0,1.0,,8.0,14.0,,1.0,,,1.0,88.0
32,"Wood, Mason",10,2,5,15,4,,,3.0,1.0,4.0,1.0,3.0,,1.0,2.0,7.0,8.0,1.0,2.0,,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,98,109,327,9,12.0,48.0,67.0,37.0,50.0,38.0,44.0,15.0,12.0,2.0,125.0,193.0,9.0,13.0,46.0,4.0,7.0,
Opposition,Opposition,205,87,105,310,12,9.0,44.0,68.0,40.0,49.0,40.0,55.0,12.0,15.0,4.0,129.0,180.0,17.0,14.0,61.0,6.0,8.0,
