Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Leigh",9,5,4.0,13,,,,,2.0,,1.0,,,,,5,7,,,10.0,,,100.0
25,"Clayton, Jeremy",2,2,4.0,6,,,,1.0,,,,2.0,1.0,2.0,,4,3,,,,,,34.0
2,"Colbert, Leigh",8,5,5.0,13,,,,,5.0,,1.0,3.0,,2.0,,5,8,,1.0,5.0,,,100.0
24,"Firrito, Michael",5,2,4.0,9,,,1.0,,,3.0,,2.0,,2.0,,3,6,,,1.0,,,57.0
6,"Grant, Shannon",13,11,6.0,19,,,,1.0,3.0,5.0,2.0,2.0,,1.0,,2,17,,,1.0,1.0,,90.0
31,"Hale, David",5,4,5.0,10,,,4.0,,,4.0,1.0,1.0,,1.0,,3,7,1.0,,1.0,,1.0,55.0
39,"Harding, Leigh",7,5,1.0,8,1.0,3.0,,1.0,,1.0,,,1.0,,,1,6,,3.0,1.0,,1.0,77.0
4,"Harris, Daniel",9,5,12.0,21,2.0,2.0,,3.0,,3.0,4.0,4.0,2.0,,,11,9,,1.0,1.0,,1.0,82.0
29,"Harvey, Brent",6,2,4.0,10,,,,,2.0,2.0,,2.0,1.0,,,1,10,,,,3.0,,77.0
21,"Jones, Corey",14,9,2.0,16,,1.0,,,1.0,1.0,,10.0,2.0,3.0,,6,12,1.0,2.0,1.0,,1.0,98.0
34,"King, David",22,11,3.0,25,1.0,,,1.0,7.0,4.0,1.0,3.0,,,,4,21,1.0,1.0,1.0,5.0,2.0,100.0
35,"Makepeace, Troy",14,4,8.0,22,2.0,,,2.0,4.0,2.0,,,3.0,,,11,8,2.0,,2.0,,,100.0
5,"McKernan, Corey",3,2,,3,,1.0,,,,2.0,,,,,,2,1,1.0,1.0,,,,21.0
19,"Motlop, Daniel",7,4,2.0,9,2.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,,6,3,1.0,2.0,,,,87.0
20,"Petrie, Drew",4,1,1.0,5,,,1.0,,,,,1.0,2.0,1.0,,5,1,,,14.0,,,100.0
17,"Porter, Mark",2,5,10.0,12,,,12.0,2.0,,1.0,2.0,1.0,1.0,1.0,,8,5,1.0,,1.0,,1.0,79.0
3,"Rawlings, Brady",10,2,5.0,15,,1.0,,3.0,3.0,3.0,1.0,3.0,,1.0,,4,11,,,1.0,,,93.0
7,"Simpson, Adam",14,8,15.0,29,,,,2.0,,3.0,8.0,1.0,2.0,1.0,,12,17,,,5.0,1.0,,97.0
9,"Sinclair, Jess",16,5,5.0,21,1.0,1.0,,1.0,4.0,4.0,1.0,4.0,1.0,1.0,,4,16,,,,,,93.0
10,"Stevens, Anthony",16,10,7.0,23,1.0,,,3.0,6.0,5.0,1.0,5.0,1.0,2.0,,8,14,,,2.0,4.0,,86.0
12,"Stevens, Michael",7,6,6.0,13,,,,1.0,,2.0,,3.0,,,,2,11,,1.0,3.0,,,93.0
8,"Wells, Daniel",9,6,3.0,12,1.0,,,1.0,,2.0,,2.0,,,,3,9,,1.0,,,1.0,81.0
Totals,Totals,202,114,112.0,314,11.0,10.0,18.0,23.0,37.0,49.0,23.0,51.0,18.0,19.0,,110,202,8.0,13.0,50.0,14.0,8.0,
Opposition,Opposition,214,100,118.0,332,18.0,12.0,33.0,34.0,39.0,58.0,36.0,49.0,19.0,18.0,6.0,131,202,14.0,18.0,45.0,15.0,12.0,
