Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",7,6,6,13,,,,1.0,1.0,3.0,,3.0,,2.0,,2.0,12.0,,3.0,,,1.0,77.0
15,"Anderson, Noah",22,4,17,39,,1.0,,1.0,5.0,7.0,12.0,4.0,2.0,1.0,3.0,22.0,18.0,,,3.0,,1.0,84.0
1,"Andrew, Mac",11,6,9,20,,1.0,,4.0,5.0,1.0,,2.0,,1.0,,4.0,14.0,,1.0,11.0,,,94.0
33,"Clohesy, Sam",9,2,9,18,,,,6.0,3.0,2.0,2.0,3.0,1.0,,,7.0,10.0,,,1.0,,,82.0
25,"Collins, Sam",6,3,4,10,,,,2.0,1.0,1.0,,2.0,2.0,,,7.0,3.0,1.0,,9.0,,,93.0
8,"Fiorini, Brayden",10,,9,19,,,,3.0,6.0,,3.0,1.0,2.0,,,10.0,9.0,,,2.0,,,89.0
3,"Flanders, Sam",9,3,7,16,3,1.0,,1.0,,6.0,4.0,,2.0,,,7.0,7.0,,1.0,,,,80.0
7,"Holman, Nick",3,1,9,12,,,,7.0,,1.0,,6.0,,2.0,,5.0,8.0,1.0,,2.0,,,80.0
19,"Humphrey, Bailey",4,1,8,12,,,,9.0,1.0,2.0,1.0,3.0,,2.0,,3.0,9.0,,,1.0,,,82.0
40,"Jeffrey, Joel",12,5,3,15,,,,4.0,7.0,,,1.0,2.0,,,2.0,12.0,,,4.0,,,82.0
34,"King, Ben",5,2,2,7,1,1.0,,2.0,,3.0,,3.0,2.0,,,4.0,2.0,,1.0,,,,82.0
30 ↓,"Lombard, Leo",2,,6,8,1,,,1.0,1.0,1.0,3.0,1.0,,,,3.0,4.0,,,,,,54.0
22,"Long, Ben",9,5,2,11,1,3.0,,1.0,,2.0,,,2.0,,,3.0,5.0,1.0,3.0,,,,87.0
11,"Miller, Touk",12,,12,24,,1.0,,3.0,3.0,7.0,9.0,3.0,2.0,,,14.0,11.0,,,2.0,,,81.0
21,"Moyle, Ned",1,1,2,3,,,15.0,2.0,,2.0,,,2.0,,,2.0,1.0,1.0,,5.0,,,54.0
2,"Noble, John",13,4,9,22,,,,4.0,3.0,5.0,,5.0,1.0,,,5.0,14.0,,,3.0,1.0,1.0,87.0
27,"Powell, Wil",7,3,3,10,,,,3.0,2.0,4.0,,3.0,2.0,3.0,,4.0,7.0,,,2.0,1.0,,87.0
17,"Rioli, Daniel",9,3,18,27,,,,5.0,3.0,2.0,3.0,3.0,,1.0,,10.0,17.0,,,2.0,2.0,,82.0
18,"Rowell, Matt",15,1,12,27,,,,13.0,3.0,,8.0,6.0,2.0,3.0,,15.0,11.0,,,2.0,1.0,,84.0
24 ↑,"Swallow, David",3,,,3,,,,1.0,,,,,,,,,,,,1.0,,,23.0
32,"Uwland, Bodhi",10,4,5,15,1,,,2.0,3.0,1.0,,2.0,,1.0,,5.0,9.0,,,2.0,,,83.0
4,"Walter, Jed",4,2,6,10,2,,,2.0,1.0,1.0,,5.0,2.0,2.0,,8.0,2.0,1.0,,2.0,,,80.0
28,"Witts, Jarrod",3,1,7,10,,,40.0,6.0,1.0,1.0,1.0,6.0,2.0,2.0,,9.0,3.0,1.0,,5.0,,1.0,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,57,165,351,9,10.0,55.0,83.0,49.0,52.0,46.0,62.0,28.0,20.0,3.0,151.0,188.0,6.0,9.0,59.0,5.0,4.0,
Opposition,Opposition,193,53,146,339,11,9.0,50.0,86.0,43.0,61.0,39.0,55.0,20.0,28.0,3.0,144.0,183.0,6.0,5.0,49.0,5.0,8.0,
