West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",8,4,1,9,,,,1.0,4.0,1.0,1.0,1.0,,,,4.0,5.0,1.0,,5.0,,,85.0
28,"Cole, Tom",8,2,,8,,,,5.0,3.0,2.0,,2.0,2.0,2.0,,4.0,5.0,,,1.0,1.0,,79.0
15,"Cripps, Jamie",6,2,3,9,1,3.0,,2.0,,1.0,,1.0,1.0,,,2.0,7.0,,1.0,,,,65.0
27,"Darling, Jack",9,7,5,14,2,1.0,,4.0,1.0,3.0,,2.0,,,,5.0,9.0,2.0,3.0,1.0,,,91.0
14,"Duggan, Liam",13,3,5,18,1,,,5.0,2.0,5.0,1.0,,,,,5.0,13.0,,,1.0,,,71.0
3,"Gaff, Andrew",13,5,19,32,1,,,2.0,2.0,2.0,1.0,2.0,,,,13.0,20.0,,,,,1.0,91.0
25,"Hurn, Shannon",11,5,6,17,,,,2.0,5.0,4.0,1.0,1.0,,,,7.0,9.0,,,5.0,1.0,,85.0
34,"Hutchings, Mark",2,,3,5,,1.0,,4.0,,1.0,3.0,2.0,1.0,2.0,,4.0,1.0,,,,,,81.0
23,"Jetta, Lewis",10,4,10,20,2,,,2.0,,3.0,,3.0,,2.0,,6.0,13.0,,1.0,2.0,,1.0,85.0
2,"LeCras, Mark",5,5,5,10,,2.0,,5.0,,4.0,,1.0,,,,3.0,7.0,1.0,,,2.0,,91.0
16,"Mackenzie, Eric",7,5,3,10,,,,,1.0,1.0,1.0,,,,,6.0,5.0,2.0,,7.0,,,100.0
20,"McGovern, Jeremy",9,4,5,14,,2.0,9.0,6.0,,5.0,3.0,3.0,,,,6.0,6.0,1.0,1.0,3.0,,1.0,80.0
1,"Mitchell, Sam",14,4,15,29,,1.0,,8.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,13.0,18.0,,1.0,2.0,,,86.0
30,"Nelson, Jackson",2,,3,5,,,,1.0,,1.0,,,1.0,,,,5.0,,,,,,33.0
21,"Petrie, Drew",8,3,3,11,1,,,1.0,1.0,2.0,,2.0,1.0,,,5.0,6.0,,,6.0,,1.0,93.0
11,"Priddis, Matt",10,1,14,24,,2.0,,12.0,,4.0,6.0,4.0,,1.0,,15.0,9.0,,1.0,2.0,,,82.0
31,"Schofield, Will",3,2,3,6,1,,,2.0,1.0,,,,1.0,,,4.0,3.0,,,6.0,,,91.0
4,"Sheed, Dom",13,6,9,22,2,,,6.0,2.0,3.0,3.0,1.0,1.0,,,11.0,13.0,,2.0,2.0,,,69.0
5,"Sheppard, Brad",6,2,9,15,,,,4.0,1.0,1.0,,3.0,1.0,1.0,,5.0,10.0,,,2.0,,,89.0
13,"Shuey, Luke",16,3,16,32,,,,7.0,3.0,2.0,8.0,5.0,2.0,3.0,1.0,16.0,15.0,,,1.0,2.0,,84.0
19,"Vardy, Nathan",5,1,10,15,,1.0,31.0,7.0,1.0,3.0,6.0,1.0,2.0,,,10.0,6.0,,,4.0,,2.0,78.0
6,"Yeo, Elliot",15,4,7,22,,2.0,,7.0,2.0,8.0,2.0,2.0,,1.0,,11.0,10.0,,,2.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,72,154,347,11,17.0,40.0,93.0,30.0,59.0,39.0,40.0,16.0,13.0,4.0,155.0,195.0,7.0,10.0,52.0,6.0,6.0,
Opposition,Opposition,161,67,184,345,10,10.0,52.0,74.0,36.0,43.0,44.0,57.0,13.0,16.0,2.0,153.0,201.0,17.0,9.0,56.0,3.0,7.0,
