Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",21y 273d,26 (14-0-12 53.85%),3 (0.12),←,
27,"Ball, Jason",31y 274d,169 (101-0-68 59.76%),156 (0.92),66 (38-0-28 57.58%),42 (0.64)
21,"Barry, Leo",27y 94d,142 (79-0-63 55.63%),50 (0.35),←,
42,"Bevan, Paul",19y 329d,21 (12-0-9 57.14%),7 (0.33),←,
6,"Bolton, Craig",24y 82d,74 (44-0-30 59.46%),14 (0.19),45 (27-0-18 60.00%),4 (0.09)
24,"Bolton, Jude",24y 159d,112 (57-1-54 51.34%),64 (0.57),←,
32,"Buchanan, Amon",21y 316d,19 (9-0-10 47.37%),5 (0.26),←,
28,"Crouch, Jared",26y 169d,153 (79-1-73 51.96%),34 (0.22),←,
2,"Davis, Nick",24y 144d,105 (48-0-57 45.71%),133 (1.27),34 (18-0-16 52.94%),48 (1.41)
15,"Doyle, Stephen",23y 39d,36 (21-1-14 59.72%),17 (0.47),←,
37,"Goodes, Adam",24y 226d,132 (67-1-64 51.14%),141 (1.07),←,
1,"Hall, Barry",27y 195d,150 (67-2-81 45.33%),331 (2.21),62 (33-1-28 54.03%),187 (3.02)
17,"Kennelly, Tadhg",23y 51d,72 (41-0-31 56.94%),25 (0.35),←,
31,"Kirk, Brett",27y 301d,94 (49-1-44 52.66%),44 (0.47),←,
4,"Mathews, Ben",25y 266d,131 (68-1-62 52.29%),25 (0.19),←,
11,"Maxfield, Stuart",32y 134d,281 (141-3-137 50.71%),151 (0.54),192 (106-2-84 55.73%),86 (0.45)
3,"McVeigh, Jarrad",19y 136d,19 (12-0-7 63.16%),6 (0.32),←,
23,"Nicks, Matthew",29y 100d,163 (90-1-72 55.52%),123 (0.75),←,
5,"OKeefe, Ryan",23y 210d,64 (35-0-29 54.69%),64 (1.00),←,
19,"OLoughlin, Michael",27y 183d,196 (109-2-85 56.12%),316 (1.61),←,
25,"Schauble, Andrew",27y 278d,160 (69-0-91 43.13%),34 (0.21),81 (42-0-39 51.85%),23 (0.28)
10,"Williams, Paul",31y 140d,272 (125-3-144 46.51%),297 (1.09),83 (44-1-38 53.61%),74 (0.89)
Totals,Totals,25y 253d,2591 (1337-17-1237 51.60%),2040 (0.79),,
C,"Roos, Paul",41y 55d,55 (33-0-22 60.00%),,←,
