Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Beams, Dayne",22y 69d,62 (47-2-13 77.42%),63 (1.02),←,
11,"Blair, Jarryd",22y 7d,40 (33-1-6 83.75%),38 (0.95),←,
27,"Buckley, Simon",25y 3d,35 (16-0-19 45.71%),8 (0.23),14 (13-0-1 92.86%),5 (0.36)
9,"Clarke, Martin",24y 160d,50 (28-0-22 56.00%),16 (0.32),←,
32,"Cloke, Travis",25y 47d,153 (98-2-53 64.71%),234 (1.53),←,
31,"Dawes, Chris",23y 341d,52 (41-1-10 79.81%),69 (1.33),←,
1,"Fasolo, Alex",19y 318d,17 (13-0-4 76.47%),22 (1.29),←,
6,"Goldsack, Tyson",24y 335d,73 (48-0-25 65.75%),8 (0.11),←,
26,"Johnson, Ben",31y 16d,225 (133-1-91 59.33%),69 (0.31),←,
18,"Jolly, Darren",30y 167d,212 (122-4-86 58.49%),109 (0.51),46 (36-2-8 80.43%),39 (0.85)
23,"Keeffe, Lachlan",22y 7d,9 (7-0-2 77.78%),4 (0.44),←,
8,"Lumumba, Heritier",25y 158d,139 (93-2-44 67.63%),15 (0.11),←,
5,"Maxwell, Nick",28y 323d,161 (101-2-58 63.35%),26 (0.16),←,
33,"Paine, Jackson",18y 305d,3 (2-0-1 66.67%),3 (1.00),←,
10,"Pendlebury, Scott",24y 105d,131 (88-2-41 67.94%),86 (0.66),←,
40,"Seedsman, Paul",20y 90d,3 (2-0-1 66.67%),1 (0.33),←,
22,"Sidebottom, Steele",21y 110d,65 (50-2-13 78.46%),56 (0.86),←,
28,"Sinclair, Ben",20y 203d,8 (5-0-3 62.50%),3 (0.38),←,
36,"Swan, Dane",28y 56d,179 (111-2-66 62.57%),134 (0.75),←,
34,"Toovey, Alan",25y 29d,91 (65-2-24 72.53%),8 (0.09),←,
21,"Wellingham, Sharrod",23y 289d,74 (54-2-18 74.32%),44 (0.59),←,
25,"Young, Tom",19y 361d,3 (3-0-0 100.00%),2 (0.67),←,
Totals,Totals,23y 358d,1785 (1160-25-600 64.99%),1018 (0.57),,
C,"Buckley, Nathan",39y 270d,4 (2-0-2 50.00%),,←,
