Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",27y 337d,126 (63-0-63 50.00%),45 (0.36),←,
14,"Birchall, Grant",21y 116d,71 (43-0-28 60.56%),7 (0.10),←,
30,"Brown, Campbell",25y 269d,130 (64-0-66 49.23%),54 (0.42),←,
39,"Campbell, Robert",26y 356d,108 (59-0-49 54.63%),25 (0.23),←,
16,"Dowler, Beau",21y 159d,9 (5-0-4 55.56%),2 (0.22),←,
23,"Franklin, Lance",22y 114d,90 (48-0-42 53.33%),269 (2.99),←,
18,"Guerra, Brent",26y 360d,163 (112-0-51 68.71%),91 (0.56),67 (43-0-24 64.18%),8 (0.12)
3,"Lewis, Jordan",23y 30d,89 (46-0-43 51.69%),27 (0.30),←,
21,"McGlynn, Ben",23y 291d,31 (19-0-12 61.29%),20 (0.65),←,
5,"Mitchell, Sam",26y 224d,142 (71-0-71 50.00%),24 (0.17),←,
35,"Morton, Jarryd",20y 231d,15 (10-0-5 66.67%),4 (0.27),←,
28,"Moss, Garry",20y 323d,9 (5-0-4 55.56%),8 (0.89),←,
29,"Murphy, Tom",23y 66d,39 (21-0-18 53.85%),3 (0.08),←,
17,"Muston, Beau",22y 84d,1 (1-0-0 100.00%),1 (1.00),←,
7,"Osborne, Michael",26y 299d,104 (49-0-55 47.12%),57 (0.55),←,
33,"Rioli, Cyril",19y 314d,34 (25-0-9 73.53%),35 (1.03),←,
2,"Roughead, Jarryd",22y 121d,92 (51-0-41 55.43%),163 (1.77),←,
12,"Sewell, Brad",25y 111d,92 (46-0-46 50.00%),13 (0.14),←,
44,"Stokes, Cameron",19y 326d,16 (11-0-5 68.75%),8 (0.50),←,
13,"Taylor, Simon",26y 279d,73 (38-0-35 52.05%),15 (0.21),←,
37,"Whitecross, Brendan",19y 119d,9 (5-0-4 55.56%),,←,
6,"Williams, Mark",26y 41d,107 (48-0-59 44.86%),236 (2.21),←,
Totals,Totals,23y 224d,1550 (840-0-710 54.19%),1107 (0.71),,
C,"Clarkson, Alastair",41y 27d,102 (53-0-49 51.96%),,←,
