Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bennell, Harley",11,4,5,16,1,,,5.0,,5.0,2.0,4.0,1.0,3.0,,5.0,12.0,1.0,2.0,1.0,2.0,2.0,91.0
13 ↑,"Boston, Andrew",2,,1,3,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,25.0
12,"Day, Sam",6,2,3,9,1,,2.0,5.0,,3.0,3.0,1.0,2.0,,,6.0,3.0,,,,,,76.0
23,"Dixon, Charlie",7,7,4,11,3,,1.0,2.0,,3.0,,1.0,1.0,,,6.0,5.0,2.0,3.0,4.0,,2.0,93.0
33,"Hall, Aaron",20,3,8,28,1,,,5.0,4.0,8.0,3.0,1.0,1.0,,3.0,9.0,17.0,,,2.0,,3.0,80.0
5,"Harbrow, Jarrod",8,7,6,14,1,2.0,,2.0,1.0,3.0,,1.0,1.0,1.0,,6.0,11.0,,1.0,,,1.0,85.0
28,"Kolodjashnij, Kade",13,5,7,20,,,,2.0,2.0,3.0,,5.0,1.0,4.0,,5.0,14.0,1.0,,1.0,1.0,,94.0
40 ↓,"Lemmens, Sean",1,,3,4,,,,3.0,1.0,,,2.0,,1.0,,2.0,2.0,,,2.0,,,54.0
37,"Lonergan, Jesse",10,,8,18,,,,4.0,2.0,2.0,10.0,3.0,4.0,3.0,,15.0,3.0,,,,,1.0,73.0
19,"Lynch, Tom",11,9,7,18,5,2.0,,2.0,,2.0,,3.0,5.0,3.0,2.0,10.0,9.0,2.0,5.0,4.0,,1.0,95.0
7,"Malceski, Nick",11,4,4,15,1,,,1.0,5.0,1.0,,1.0,,1.0,,4.0,10.0,,,1.0,2.0,,89.0
4,"Martin, Jack",10,7,5,15,1,2.0,,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,8.0,7.0,,1.0,1.0,,,86.0
32,"Matera, Brandon",13,4,5,18,1,1.0,,4.0,3.0,2.0,1.0,1.0,2.0,,,6.0,12.0,,,,3.0,1.0,80.0
17,"May, Steven",6,6,5,11,,,,2.0,2.0,,,1.0,,,,4.0,6.0,2.0,,8.0,,,93.0
18,"McKenzie, Trent",4,1,4,8,,1.0,,1.0,1.0,,1.0,2.0,,,,2.0,4.0,,,2.0,,,80.0
44,"Miller, Touk",8,2,9,17,1,1.0,,4.0,1.0,2.0,5.0,4.0,1.0,2.0,,10.0,7.0,,1.0,,,,82.0
22,"Nicholls, Tom",2,,8,10,,,32.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,9.0,2.0,,,3.0,,1.0,89.0
35,"Rischitelli, Michael",9,,7,16,,,1.0,5.0,1.0,2.0,6.0,1.0,,1.0,,10.0,5.0,,,1.0,,2.0,81.0
8,"Russell, Luke",7,3,3,10,,1.0,,4.0,,3.0,1.0,2.0,,,,1.0,9.0,,,,1.0,,83.0
42,"Saad, Adam",5,5,7,12,,,,1.0,2.0,,,1.0,1.0,,,2.0,10.0,,,3.0,,,87.0
20,"Schade, Henry",5,1,3,8,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,5.0,,,3.0,,,95.0
26,"Shaw, Matt",4,4,5,9,1,,,4.0,,,2.0,1.0,1.0,,,3.0,6.0,,,1.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,74,117,290,17,12.0,38.0,64.0,28.0,43.0,39.0,41.0,24.0,22.0,5.0,127.0,160.0,8.0,13.0,37.0,9.0,14.0,
Opposition,Opposition,214,105,209,423,14,16.0,46.0,51.0,22.0,53.0,40.0,44.0,22.0,24.0,1.0,129.0,295.0,6.0,13.0,36.0,8.0,9.0,
