Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 74d,248 (136-2-110 55.24%),327 (1.32),56 (12-0-44 21.43%),65 (1.16)
11,"Bennell, Harley",20y 298d,46 (9-0-37 19.57%),50 (1.09),←,
40,"Boston, Andrew",19y 126d,5 (1-0-4 20.00%),,←,
3,"Brennan, Jared",28y 364d,171 (65-3-103 38.89%),101 (0.59),52 (10-0-42 19.23%),26 (0.50)
36,"Broughton, Greg",26y 301d,81 (34-0-47 41.98%),17 (0.21),13 (5-0-8 38.46%),2 (0.15)
30,"Brown, Campbell",29y 333d,203 (83-1-119 41.13%),104 (0.51),44 (8-0-36 18.18%),40 (0.91)
12,"Day, Sam",20y 324d,39 (8-0-31 20.51%),23 (0.59),←,
23,"Dixon, Charlie",22y 307d,30 (8-0-22 26.67%),23 (0.77),←,
13,"Gillbee, Jacob",20y 317d,4 (1-0-3 25.00%),2 (0.50),←,
33,"Hall, Aaron",22y 260d,25 (8-0-17 32.00%),27 (1.08),←,
5,"Harbrow, Jarrod",25y 9d,122 (52-1-69 43.03%),35 (0.29),52 (12-0-40 23.08%),14 (0.27)
17,"May, Steven",21y 198d,30 (7-0-23 23.33%),15 (0.50),←,
18,"McKenzie, Trent",21y 115d,52 (11-0-41 21.15%),19 (0.37),←,
22,"Nicholls, Tom",21y 145d,9 (2-0-7 22.22%),2 (0.22),←,
1,"OMeara, Jaeger",19y 154d,17 (6-0-11 35.29%),13 (0.76),←,
8,"Russell, Luke",21y 184d,38 (5-0-33 13.16%),17 (0.45),←,
6,"Sexton, Alex",19y 236d,8 (1-0-7 12.50%),1 (0.13),←,
26,"Shaw, Matt",21y 172d,51 (11-0-40 21.57%),20 (0.39),←,
25,"Stanley, Danny",25y 159d,53 (12-0-41 22.64%),24 (0.45),48 (11-0-37 22.92%),24 (0.50)
39,"Sumner, Timmy",18y 291d,6 (1-0-5 16.67%),,←,
48,"Tape, Seb",20y 355d,26 (2-0-24 7.69%),1 (0.04),←,
4,"Weller, Maverick",21y 164d,31 (5-0-26 16.13%),3 (0.10),←,
Totals,Totals,22y 272d,1295 (468-7-820 36.14%),824 (0.64),,
C,"McKenna, Guy",44y 77d,61 (12-0-49 19.67%),,←,
