Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Amon, Karl",17,4,6,23,,,,5.0,4.0,7.0,6.0,3.0,2.0,,,9.0,13.0,,,2.0,,2.0,81.0
10,"Boak, Travis",16,5,14,30,,,,8.0,2.0,6.0,11.0,4.0,1.0,1.0,,17.0,15.0,,,1.0,,1.0,74.0
26,"Bonner, Riley",12,1,3,15,,,,3.0,3.0,4.0,1.0,4.0,,3.0,,4.0,10.0,,,1.0,,,80.0
3,"Burton, Ryan",17,6,4,21,1,,,6.0,4.0,1.0,2.0,3.0,3.0,,,10.0,7.0,1.0,,1.0,,,76.0
18,"Butters, Zak",3,1,10,13,,,,4.0,1.0,,,4.0,1.0,,,4.0,9.0,,1.0,,1.0,,72.0
33,"Byrne-Jones, Darcy",12,3,6,18,,,,3.0,5.0,,1.0,,2.0,,,8.0,10.0,,,,,,84.0
17,"Clurey, Tom",9,7,1,10,,,,2.0,2.0,,,1.0,,1.0,,2.0,7.0,1.0,,7.0,,,96.0
22,"Dixon, Charlie",4,2,4,8,1,1.0,7.0,4.0,,,1.0,4.0,2.0,3.0,,6.0,2.0,2.0,1.0,3.0,,1.0,82.0
21,"Duursma, Xavier",10,5,10,20,,,,2.0,1.0,,2.0,3.0,,1.0,,8.0,12.0,,1.0,1.0,1.0,,83.0
7,"Ebert, Brad",8,3,4,12,,3.0,,5.0,,4.0,,3.0,,,,4.0,8.0,,2.0,3.0,,,84.0
24,"Farrell, Kane",3,2,1,4,1,,,1.0,,1.0,,1.0,,,,2.0,2.0,,1.0,,,,83.0
27,"Garner, Joel",6,3,6,12,,,,,2.0,,,3.0,,,,8.0,5.0,1.0,,3.0,,,89.0
9,"Gray, Robbie",18,5,13,31,2,,,2.0,,6.0,7.0,4.0,,,3.0,12.0,16.0,,2.0,2.0,,1.0,82.0
46,"Gray, Sam",8,4,13,21,1,2.0,,3.0,,1.0,1.0,3.0,,1.0,,11.0,10.0,2.0,4.0,1.0,,,82.0
8,"Hartlett, Hamish",9,6,7,16,,,,3.0,3.0,2.0,,,1.0,,,7.0,9.0,2.0,,,,,80.0
43,"Houston, Dan",12,3,14,26,,,,6.0,3.0,6.0,5.0,5.0,1.0,3.0,,11.0,14.0,,,5.0,,,86.0
32,"Howard, Dougal",7,3,3,10,,1.0,1.0,1.0,,1.0,1.0,,2.0,,,6.0,3.0,,1.0,3.0,,,76.0
42,"Jonas, Tom",5,3,2,7,,,,1.0,3.0,,,,,,,2.0,5.0,,,10.0,,,96.0
29,"Lycett, Scott",13,5,11,24,,,41.0,3.0,2.0,8.0,9.0,2.0,1.0,,2.0,18.0,7.0,2.0,,2.0,,2.0,84.0
6,"Motlop, Steven",12,1,5,17,,,,4.0,,2.0,1.0,4.0,,,,4.0,12.0,,,,1.0,,71.0
20,"Rozee, Connor",9,5,7,16,2,,,3.0,,3.0,,1.0,1.0,,,5.0,11.0,,2.0,1.0,,1.0,82.0
16,"Wines, Ollie",9,2,11,20,1,,,4.0,1.0,4.0,4.0,5.0,,,,9.0,13.0,,,1.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,79,155,374,9,13.0,49.0,73.0,36.0,56.0,52.0,57.0,17.0,13.0,5.0,167.0,200.0,11.0,15.0,47.0,3.0,8.0,
Opposition,Opposition,193,80,131,324,8,8.0,34.0,74.0,47.0,44.0,36.0,46.0,13.0,17.0,1.0,131.0,185.0,12.0,5.0,50.0,4.0,6.0,
