Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",13,2,11,24,,1.0,,3.0,1.0,,2.0,4.0,1.0,3.0,,7.0,15.0,1.0,,2.0,1.0,,
30,"Brown, Leigh",7,3,2,9,,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,4.0,5.0,,,6.0,,,
9,"Carr, Matthew",16,8,,16,,,,6.0,3.0,5.0,1.0,1.0,1.0,,,4.0,12.0,,,,2.0,,
10,"Cook, Troy",7,7,10,17,,1.0,,1.0,2.0,2.0,2.0,2.0,,,,4.0,13.0,1.0,,3.0,3.0,,
24,"Croad, Trent",4,3,2,6,1,,,1.0,,2.0,1.0,,,,,4.0,2.0,1.0,1.0,1.0,2.0,,
38,"Cunningham, Ben",15,5,5,20,1,1.0,,2.0,3.0,4.0,,1.0,1.0,,,6.0,13.0,,,1.0,2.0,,
7,"Farmer, Jeff",14,2,3,17,2,1.0,,3.0,2.0,6.0,,3.0,3.0,1.0,,8.0,7.0,,,1.0,,,
18,"Fewster, Brendon",5,5,8,13,,,1.0,2.0,1.0,,,5.0,,2.0,,6.0,8.0,1.0,,2.0,,,
14,"Grover, Antoni",10,2,4,14,,,,,2.0,1.0,,,1.0,,,5.0,7.0,1.0,,4.0,,,
4,"Hasleby, Paul",8,2,4,12,,,1.0,6.0,1.0,4.0,6.0,4.0,,1.0,,8.0,4.0,,,1.0,,,
5,"Jones, Anthony",9,4,2,11,,,,,2.0,,1.0,1.0,1.0,1.0,,3.0,8.0,1.0,,7.0,,,
28,"Koops, Steven",12,6,9,21,,,,2.0,4.0,1.0,2.0,1.0,3.0,1.0,,9.0,11.0,2.0,,7.0,,,
20,"Longmuir, Justin",3,2,2,5,,,5.0,2.0,,1.0,2.0,1.0,1.0,,,3.0,2.0,,,,,,
21,"Longmuir, Troy",5,3,2,7,2,2.0,,4.0,,1.0,,,2.0,,,5.0,3.0,1.0,3.0,2.0,,,
8,"McManus, Shaun",14,2,6,20,,,,1.0,,4.0,3.0,4.0,1.0,2.0,,11.0,10.0,,,1.0,,,
17,"McPhee, Adam",5,4,3,8,,,,2.0,3.0,,,4.0,,1.0,,2.0,6.0,1.0,,1.0,,,
34,"Medhurst, Paul",3,3,1,4,,,,2.0,,2.0,,,,,,3.0,2.0,1.0,,,,,
23,"Parker, Shane",8,4,5,13,,,,2.0,4.0,1.0,,1.0,,,,5.0,8.0,1.0,,1.0,,,
29,"Pavlich, Matthew",13,9,5,18,,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,7.0,9.0,1.0,2.0,4.0,,,
35,"Siegert, Andrew",9,5,4,13,,,,4.0,1.0,3.0,2.0,4.0,,2.0,,4.0,11.0,,,5.0,,,
2,"Simmonds, Troy",11,5,1,12,,2.0,11.0,3.0,,3.0,2.0,2.0,2.0,1.0,,4.0,6.0,1.0,,2.0,,,
19,"Walker, James",12,7,8,20,,,,2.0,1.0,1.0,1.0,1.0,,,,4.0,15.0,,,,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,93,97,300,6,13.0,23.0,53.0,34.0,46.0,28.0,41.0,19.0,17.0,,116.0,177.0,14.0,6.0,51.0,11.0,,
Opposition,Opposition,186,72,106,292,17,9.0,21.0,36.0,30.0,52.0,30.0,47.0,17.0,19.0,6.0,133.0,167.0,14.0,19.0,57.0,15.0,,
