Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",14,3,8,22,,,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Blakey, John",10,2,7,17,,,,2.0,,,,,1.0,,,,,,,,,,
41,"Bourke, Peter",10,2,3,13,,1.0,,3.0,,,,,,2.0,,,,,,,,,
49,"Bunn, Mark",8,,3,11,,,,3.0,,,,,1.0,,,,,,,,,,
40,"Clayton, Scott",17,1,5,22,,1.0,,1.0,,,,,,2.0,,,,,,,,,
36,"Dundas, Matthew",13,2,4,17,2,3.0,,5.0,,,,,2.0,2.0,,,,,,,,,
7,"Gale, Michael",6,,2,8,,,,,,,,,1.0,2.0,,,,,,,,,
21,"Kappler, Darren",15,2,3,18,1,,,2.0,,,,,3.0,,,,,,,,,,
12,"Kickett, Dale",5,2,4,9,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
11,"Lynch, Alastair",13,6,3,16,,3.0,,,,,,,3.0,5.0,,,,,,,,,
29,"Lyon, Ross",11,5,4,15,1,2.0,,1.0,,,,,,,,,,,,,,,
16,"Matera, Wally",6,1,10,16,,,,6.0,,,,,2.0,1.0,,,,,,,,,
3,"Pert, Gary",9,5,7,16,,,,,,,,,,1.0,,,,,,,,,
9,"Rendell, Matthew",15,7,9,24,1,,7.0,,,,,,6.0,4.0,,,,,,,,,
1,"Roos, Paul",12,6,3,15,4,2.0,,,,,,,1.0,,,,,,,,,,
20,"Rowe, Duane",10,2,3,13,,,,1.0,,,,,2.0,2.0,,,,,,,,,
33,"Stephens, Brett",8,3,8,16,,,,1.0,,,,,2.0,3.0,,,,,,,,,
39,"Trewella, Mark",,1,1,1,,,,,,,,,,1.0,,,,,,,,,
34,"Woods, Tony",5,2,2,7,,,,1.0,,,,,1.0,,,,,,,,,,
8,"Wynd, Jim",17,3,2,19,2,,,2.0,,,,,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,55,91,295,11,16.0,7.0,32.0,,,,,30.0,31.0,,,,,,,,,
Opposition,Opposition,215,86,112,327,18,15.0,17.0,24.0,,,,,31.0,30.0,6.0,,,,,,,,
