Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
45,"Banik, Anthony",17y 122d,6 (2-0-4 33.33%),,←,
16,"Cloke, David",35y 111d,298 (175-2-121 59.06%),313 (1.05),184 (111-2-71 60.87%),262 (1.42)
25,"Gale, Brendon",21y 305d,8 (2-0-6 25.00%),11 (1.38),←,
24,"Goodwin, Andy",26y 324d,31 (9-0-22 29.03%),9 (0.29),←,
19,"Hamilton, Greg",21y 329d,16 (2-0-14 12.50%),9 (0.56),←,
34,"Hogg, Jeff",23y 216d,79 (24-0-55 30.38%),125 (1.58),←,
40,"James, Stephen",25y 49d,66 (24-0-42 36.36%),78 (1.18),←,
33,"Knights, Matthew",19y 226d,31 (9-0-22 29.03%),16 (0.52),←,
1,"Lee, Mark",31y 51d,217 (98-1-118 45.39%),87 (0.40),←,
12,"McKellar, Allan",23y 125d,43 (16-0-27 37.21%),15 (0.35),←,
7,"Mitchell, Michael",28y 175d,58 (17-0-41 29.31%),80 (1.38),←,
22,"Nichols, Trent",21y 42d,31 (9-0-22 29.03%),21 (0.68),←,
36,"Nixon, Richard",24y 202d,32 (8-0-24 25.00%),3 (0.09),←,
2,"Pickering, Justin",22y 290d,44 (14-0-30 31.82%),41 (0.93),←,
35,"Pickering, Michael",26y 170d,108 (35-0-73 32.41%),133 (1.23),←,
21,"Powell, Tim",22y 35d,26 (6-0-20 23.08%),26 (1.00),←,
32,"Ryan, Des",22y 225d,41 (12-0-29 29.27%),21 (0.51),←,
48,"Ryan, Stephen",19y 317d,8 (2-0-6 25.00%),4 (0.50),←,
3,"Weightman, Dale",30y 228d,224 (106-2-116 47.77%),298 (1.33),←,
53,"Young, Barry",19y 327d,18 (4-0-14 22.22%),12 (0.67),←,
Totals,Totals,24y 84d,1385 (574-5-806 41.44%),1302 (0.94),,
C,"Bartlett, Kevin",43y 74d,52 (15-0-37 28.85%),,←,
