Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
30,"Allen, Scott",21y 213d,13 (2-0-11 15.38%),7 (0.54),←,
14,"Darcy, Luke",21y 49d,24 (6-1-17 27.08%),12 (0.50),←,
32,"Ellis, Craig",21y 87d,22 (8-0-14 36.36%),,←,
3,"Grant, Chris",23y 261d,144 (70-3-71 49.65%),277 (1.92),←,
37,"Hargraves, Daniel",20y 219d,34 (13-0-21 38.24%),59 (1.74),←,
6,"Johnson, Brad",20y 43d,52 (19-2-31 38.46%),31 (0.60),←,
4,"Kellett, Nigel",26y 256d,97 (46-2-49 48.45%),41 (0.42),←,
2,"Kolyniuk, Steven",26y 56d,120 (58-1-61 48.75%),127 (1.06),←,
35,"Kretiuk, Steven",24y 57d,61 (32-1-28 53.28%),9 (0.15),←,
39,"Liberatore, Tony",30y 201d,173 (88-3-82 51.73%),81 (0.47),←,
23,"Martin, Michael",19y 187d,11 (2-1-8 22.73%),4 (0.36),←,
36,"Romero, Jose",25y 29d,126 (62-1-63 49.60%),119 (0.94),37 (13-1-23 36.49%),21 (0.57)
38,"Sir, Sedat",21y 177d,15 (3-1-11 23.33%),,←,
5,"Smith, Rohan",23y 91d,75 (35-2-38 48.00%),40 (0.53),←,
8,"Southern, Daniel",21y 242d,47 (20-1-26 43.62%),8 (0.17),←,
24,"Wallis, Stephen",31y 308d,261 (130-4-127 50.57%),57 (0.22),←,
25,"Watts, Jason",25y 32d,52 (22-1-29 43.27%),49 (0.94),←,
34,"West, Mark",23y 149d,4 (1-0-3 25.00%),,←,
7,"West, Scott",21y 290d,78 (35-1-42 45.51%),36 (0.46),←,
45,"Wira, Brad",24y 167d,22 (5-1-16 25.00%),1 (0.05),21 (5-1-15 26.19%),1 (0.05)
15,"Wynd, Scott",26y 218d,147 (69-3-75 47.96%),24 (0.16),←,
Totals,Totals,23y 298d,1578 (726-29-823 46.01%),982 (0.62),,
C,"Wallace, Terry",37y 261d,10 (3-0-7 30.00%),,←,
