Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",2,2,3,5,,,,1.0,,,1.0,1.0,1.0,1.0,,2.0,3.0,,,1.0,,,36.0
19,"Betts, Eddie",11,4,6,17,3,2.0,,2.0,,6.0,3.0,2.0,2.0,1.0,,12.0,6.0,1.0,2.0,,,1.0,84.0
18,"Bower, Paul",6,4,12,18,,,,1.0,2.0,1.0,,3.0,,1.0,,9.0,8.0,,,4.0,4.0,,84.0
44,"Carrazzo, Andrew",13,7,6,19,,1.0,,2.0,1.0,1.0,,3.0,,1.0,,4.0,16.0,,,2.0,,,89.0
46,"Ellard, David",7,2,3,10,,1.0,,9.0,,3.0,,6.0,,2.0,,5.0,5.0,,1.0,4.0,,,88.0
38,"Garlett, Jeff",9,4,6,15,3,1.0,,3.0,1.0,2.0,3.0,3.0,,2.0,,4.0,11.0,1.0,2.0,4.0,2.0,,82.0
4,"Gibbs, Bryce",16,8,5,21,,2.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,,6.0,16.0,,2.0,2.0,,,88.0
16,"Grigg, Shaun",14,9,15,29,,,1.0,2.0,5.0,6.0,6.0,,,,,10.0,19.0,,,,,,78.0
22,"Hampson, Shaun",3,2,6,9,1,1.0,11.0,2.0,,,2.0,5.0,2.0,3.0,,5.0,4.0,2.0,2.0,3.0,,1.0,63.0
23,"Henderson, Lachie",8,8,3,11,1,2.0,,3.0,,3.0,,,,,,4.0,7.0,2.0,2.0,3.0,,1.0,88.0
40,"Jamison, Michael",9,6,3,12,,,,4.0,,1.0,,3.0,1.0,1.0,,2.0,10.0,1.0,,4.0,,,95.0
9,"Johnson, Chris",18,11,2,20,,,,1.0,2.0,2.0,,3.0,,,,2.0,18.0,1.0,,2.0,,,85.0
45,"Joseph, Aaron",7,4,7,14,,,,1.0,,2.0,,1.0,,,,5.0,9.0,,,,2.0,,88.0
5,"Judd, Chris",18,5,8,26,1,1.0,,2.0,1.0,7.0,6.0,2.0,,1.0,1.0,10.0,15.0,,,1.0,2.0,1.0,81.0
3,"Murphy, Marc",14,3,12,26,2,2.0,,5.0,1.0,3.0,6.0,3.0,,1.0,2.0,13.0,11.0,,,2.0,,2.0,84.0
2,"Russell, Jordan",14,9,4,18,,,,1.0,5.0,,,5.0,1.0,4.0,,3.0,14.0,,,6.0,,,96.0
29,"Scotland, Heath",17,8,12,29,,1.0,,4.0,5.0,1.0,1.0,1.0,1.0,1.0,,3.0,25.0,,,1.0,1.0,,80.0
6,"Simpson, Kade",19,12,14,33,,1.0,,1.0,,5.0,5.0,2.0,2.0,1.0,3.0,12.0,20.0,2.0,1.0,3.0,,3.0,81.0
30,"Waite, Jarrad",13,8,6,19,2,,,1.0,,4.0,,2.0,2.0,1.0,,8.0,11.0,1.0,1.0,3.0,3.0,,90.0
1,"Walker, Andrew",7,9,11,18,,,,1.0,3.0,1.0,,4.0,,2.0,,3.0,15.0,1.0,,1.0,,,93.0
11,"Warnock, Robert",1,1,9,10,,,17.0,2.0,,1.0,1.0,1.0,1.0,,,7.0,3.0,1.0,,3.0,,,71.0
13,"Yarran, Chris",9,6,5,14,2,1.0,,1.0,1.0,4.0,,2.0,,2.0,,6.0,9.0,1.0,,1.0,1.0,1.0,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,132,158,393,15,19.0,30.0,53.0,29.0,57.0,35.0,55.0,15.0,27.0,6.0,135.0,255.0,14.0,13.0,50.0,15.0,10.0,
Opposition,Opposition,190,78,153,343,11,17.0,42.0,37.0,33.0,43.0,32.0,40.0,27.0,14.0,,134.0,208.0,10.0,8.0,58.0,6.0,7.0,
