Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",12,2,6,18,2,,,4.0,,,,,2.0,,,,,,,,,,
18,"Bond, Troy",10,2,3,13,1,,,2.0,,,,,,,,,,,,,,,
44,"Caven, Peter",12,6,5,17,,,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Collins, Matthew",6,2,4,10,,,,1.0,,,,,,1.0,,,,,,,,,
14,"Connell, Matthew",12,5,4,16,,,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Cook, Tim",1,,3,4,,1.0,,,,,,,,1.0,,,,,,,,,
36,"Goodwin, Simon",7,3,3,10,,,,3.0,,,,,1.0,,,,,,,,,,
34,"Hart, Ben",10,2,1,11,,,,1.0,,,,,1.0,,,,,,,,,,
35,"Jameson, Rod",9,2,3,12,,,,,,,,,1.0,,,,,,,,,,
3,"Jarman, Darren",26,4,6,32,1,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
28,"Johnson, Kane",11,4,4,15,1,,,2.0,,,,,,,,,,,,,,,
5,"Koster, Kym",11,4,8,19,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
23,"McLeod, Andrew",9,6,8,17,,,,4.0,,,,,1.0,1.0,,,,,,,,,
6,"Modra, Tony",7,2,1,8,1,3.0,,2.0,,,,,1.0,2.0,,,,,,,,,
21,"Ormond-Allen, Trent",,,1,1,,,,2.0,,,,,,,,,,,,,,,
15,"Pittman, David",8,2,2,10,1,,26.0,,,,,,3.0,2.0,,,,,,,,,
52,"Rehn, Shaun",10,4,1,11,1,3.0,8.0,,,,,,1.0,,,,,,,,,,
32,"Ricciuto, Mark",17,4,6,23,1,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,
10,"Robran, Matthew",5,2,3,8,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
16,"Standfield, Barry",3,,2,5,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
30,"Vardy, Peter",22,10,5,27,,2.0,,4.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,66,79,287,10,16.0,35.0,36.0,,,,,21.0,17.0,2.0,,,,,,,,
Opposition,Opposition,187,45,123,310,9,12.0,22.0,29.0,,,,,17.0,21.0,4.0,,,,,,,,
