Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Adcock, Jed",8,2,9,17,,,,3.0,2.0,1.0,,2.0,,,,4.0,12.0,,,2.0,,1.0,88.0
24,"Biggs, Shane",8,2,11,19,,,,3.0,2.0,2.0,1.0,1.0,,,,4.0,15.0,,,2.0,,,80.0
4,"Bontempelli, Marcus",13,5,20,33,,,5.0,2.0,2.0,6.0,8.0,3.0,1.0,1.0,3.0,17.0,18.0,,,2.0,,1.0,78.0
5,"Boyd, Matthew",23,8,8,31,,,,1.0,10.0,2.0,,1.0,,,,5.0,21.0,,,3.0,1.0,,86.0
15,"Campbell, Tom",2,3,5,7,,,34.0,5.0,,1.0,1.0,2.0,1.0,,,2.0,5.0,,1.0,2.0,,2.0,84.0
6,"Dahlhaus, Luke",11,4,18,29,,,,7.0,1.0,5.0,3.0,5.0,,2.0,,9.0,20.0,,,,,1.0,76.0
31,"Dale, Bailey",6,6,9,15,1,,,1.0,,2.0,,3.0,,1.0,,2.0,13.0,,1.0,1.0,,,71.0
35,"Daniel, Caleb",11,4,9,20,,1.0,,1.0,1.0,2.0,3.0,2.0,,1.0,,3.0,15.0,,,,,1.0,79.0
29,"Dickson, Tory",5,1,5,10,2,,,4.0,1.0,1.0,,1.0,1.0,,,5.0,5.0,,,,,,85.0
7,"Hunter, Lachie",14,4,20,34,1,,,3.0,3.0,3.0,4.0,1.0,1.0,,2.0,14.0,20.0,,,3.0,,1.0,86.0
21,"Liberatore, Tom",12,2,13,25,1,,,19.0,,5.0,7.0,5.0,1.0,3.0,1.0,15.0,10.0,,,,,,78.0
11,"Macrae, Jack",15,5,12,27,,,,5.0,4.0,2.0,1.0,3.0,2.0,,,7.0,20.0,,,2.0,,,87.0
16,"McLean, Toby",11,5,7,18,1,2.0,,1.0,1.0,3.0,,2.0,2.0,,,6.0,12.0,,1.0,1.0,,,69.0
38,"Morris, Dale",5,4,8,13,,,,2.0,1.0,1.0,,1.0,1.0,,,7.0,6.0,2.0,,6.0,,,95.0
42,"Picken, Liam",19,5,11,30,2,1.0,,5.0,1.0,6.0,1.0,3.0,,,,9.0,21.0,,,1.0,,,84.0
43,"Redpath, Jack",11,11,3,14,3,1.0,,2.0,,1.0,1.0,4.0,1.0,1.0,,9.0,8.0,5.0,7.0,2.0,,1.0,82.0
18,"Roberts, Fletcher",3,,4,7,,,,1.0,3.0,,,,1.0,,,4.0,2.0,,,11.0,,,85.0
23,"Roughead, Jordan",6,1,3,9,,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,,,6.0,4.0,,,3.0,,,81.0
9,"Stringer, Jake",13,7,3,16,5,,,1.0,,4.0,2.0,3.0,,,,3.0,12.0,,1.0,,,,85.0
3,"Wallis, Mitch",11,3,14,25,1,,1.0,6.0,1.0,4.0,2.0,4.0,1.0,,,14.0,14.0,1.0,1.0,3.0,,1.0,79.0
34,"Williams, Bailey",7,2,7,14,,1.0,,4.0,,5.0,1.0,1.0,,1.0,,5.0,10.0,,,2.0,,1.0,77.0
10,"Wood, Easton",8,3,5,13,,,,5.0,1.0,3.0,1.0,4.0,,2.0,,5.0,8.0,2.0,,5.0,,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,87,204,426,17,12.0,42.0,84.0,35.0,61.0,39.0,52.0,16.0,12.0,6.0,155.0,271.0,10.0,12.0,51.0,1.0,11.0,
Opposition,Opposition,186,93,187,373,12,10.0,50.0,87.0,43.0,48.0,35.0,46.0,12.0,16.0,,125.0,247.0,8.0,11.0,36.0,5.0,11.0,
