Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barlow, Michael",11,7,11,22,,1.0,1.0,7.0,4.0,2.0,,1.0,,,,4.0,18.0,,1.0,1.0,,2.0,82.0
30,"Clarke, Zac",4,5,9,13,,,25.0,4.0,1.0,,2.0,2.0,1.0,2.0,,9.0,5.0,3.0,,5.0,,,82.0
15,"Crowley, Ryan",4,3,2,6,,,,2.0,1.0,4.0,,2.0,,,,3.0,3.0,1.0,,4.0,,,92.0
3,"Dawson, Zac",3,4,9,12,,,,3.0,,1.0,1.0,3.0,,2.0,,5.0,8.0,2.0,,9.0,,,100.0
9,"de Boer, Matt",5,4,9,14,1,1.0,,2.0,,2.0,,,,,,5.0,9.0,,1.0,1.0,,,85.0
41,"Duffield, Paul",6,3,4,10,,,,3.0,1.0,1.0,2.0,3.0,1.0,2.0,,4.0,6.0,,,2.0,2.0,,90.0
7,"Fyfe, Nat",16,2,11,27,,2.0,,3.0,,3.0,6.0,5.0,3.0,2.0,,16.0,12.0,1.0,,1.0,,,82.0
38,"Hannath, Jack",6,5,4,10,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,4.0,6.0,1.0,,,,,80.0
32,"Hill, Stephen",6,2,5,11,,1.0,,4.0,,2.0,1.0,2.0,,1.0,,4.0,7.0,,1.0,1.0,,1.0,76.0
5,"Ibbotson, Garrick",11,4,7,18,,,,3.0,1.0,2.0,,3.0,1.0,1.0,,3.0,15.0,1.0,,3.0,1.0,,100.0
37,"Johnson, Michael",11,5,10,21,,,,2.0,2.0,1.0,,2.0,1.0,,,6.0,14.0,1.0,,8.0,2.0,,100.0
23,"Mayne, Chris",6,7,10,16,2,,,5.0,1.0,2.0,1.0,5.0,1.0,3.0,,5.0,12.0,1.0,,,,,77.0
16,"Mundy, David",14,4,10,24,,,1.0,8.0,1.0,7.0,5.0,4.0,,2.0,,9.0,15.0,,,,,1.0,76.0
13,"Mzungu, Tendai",14,4,7,21,3,,1.0,4.0,3.0,2.0,1.0,1.0,,,,6.0,14.0,,2.0,,,,85.0
27,"Neale, Lachie",9,4,12,21,,1.0,,1.0,1.0,,1.0,3.0,1.0,,,9.0,12.0,,1.0,,,,76.0
46,"Pearce, Clancee",10,6,3,13,,1.0,,6.0,4.0,1.0,,2.0,1.0,1.0,,1.0,12.0,,,2.0,3.0,,96.0
6,"Pearce, Danyle",12,6,8,20,,1.0,,1.0,1.0,5.0,2.0,,,,,4.0,15.0,,1.0,,1.0,2.0,73.0
11,"Sheridan, Tom",5,3,7,12,,,,2.0,,2.0,,2.0,,1.0,,4.0,8.0,1.0,,2.0,,,77.0
36 ↓,"Silvagni, Alex",5,2,3,8,1,,,3.0,,1.0,,1.0,1.0,1.0,,4.0,4.0,1.0,,3.0,,,64.0
34,"Spurr, Lee",12,8,7,19,,,,4.0,6.0,,,6.0,,1.0,,6.0,14.0,1.0,,3.0,1.0,,100.0
33 ↑,"Sutcliffe, Cam",5,4,3,8,,,,3.0,1.0,,,2.0,,,,3.0,5.0,1.0,,,,,26.0
10,"Walters, Michael",13,8,7,20,1,,,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,11.0,9.0,1.0,1.0,,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,100,158,346,8,9.0,30.0,73.0,30.0,40.0,23.0,52.0,15.0,21.0,,125.0,223.0,16.0,8.0,45.0,10.0,6.0,
Opposition,Opposition,243,114,159,402,12,12.0,36.0,68.0,31.0,45.0,40.0,45.0,22.0,15.0,6.0,141.0,267.0,10.0,8.0,43.0,12.0,6.0,
