Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
15,"Bryce, Paul",23y 295d,66 (31-2-33 48.48%),26 (0.39),18 (9-1-8 52.78%),
9,"Cuthbertson, Darren",22y 25d,19 (9-1-9 50.00%),32 (1.68),←,
25,"Eishold, Simon",25y 37d,73 (51-1-21 70.55%),49 (0.67),←,
43,"Ford, Andrew",21y 229d,5 (3-1-1 70.00%),1 (0.20),←,
32,"Goodwin, Andy",28y 308d,59 (18-1-40 31.36%),9 (0.15),3 (0-1-2 16.67%),
14,"Grinter, Rod",26y 342d,108 (59-1-48 55.09%),34 (0.31),←,
33,"Healy, Greg",26y 229d,126 (64-1-61 51.19%),151 (1.20),←,
45,"Lamb, Wayne",19y 196d,1 (0-1-0 50.00%),,←,
16,"Lovell, Andy",21y 279d,43 (22-1-20 52.33%),49 (1.14),←,
17,"Lovett, Brett",25y 348d,128 (77-1-50 60.55%),16 (0.13),←,
3,"Lyon, Garry",24y 232d,120 (73-1-46 61.25%),149 (1.24),←,
35,"Pickering, Michael",28y 154d,142 (47-1-94 33.45%),165 (1.16),6 (1-1-4 25.00%),5 (0.83)
41,"Rohde, Peter",27y 165d,106 (68-1-37 64.62%),12 (0.11),60 (34-1-25 57.50%),6 (0.10)
5,"Schwarz, David",19y 283d,12 (3-1-8 29.17%),10 (0.83),←,
18,"Stretch, Steven",28y 118d,138 (80-1-57 58.33%),46 (0.33),←,
11,"Stynes, Jim",26y 9d,117 (72-1-44 61.97%),88 (0.75),←,
4,"Sullivan, Chris",19y 268d,4 (0-1-3 12.50%),8 (2.00),←,
12,"Viney, Todd",26y 33d,82 (45-1-36 55.49%),43 (0.52),←,
36,"Williams, Grant",22y 169d,3 (0-1-2 16.67%),5 (1.67),←,
8,"Yeats, Graeme",27y 224d,137 (78-1-58 57.30%),40 (0.29),←,
Totals,Totals,24y 234d,1489 (800-21-668 53.73%),933 (0.63),,
C,"Northey, John",48y 308d,173 (90-1-82 52.31%),,151 (84-1-66 55.96%),
