Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 249d,48 (20-1-27 42.71%),12 (0.25),←,
17,"Brennan, Jared",22y 359d,53 (27-1-25 51.89%),35 (0.66),←,
16,"Brown, Jonathan",25y 266d,133 (90-1-42 68.05%),241 (1.81),←,
19,"Charman, Jamie",25y 6d,101 (62-2-37 62.38%),41 (0.41),←,
30,"Copeland, Robert",26y 57d,124 (76-1-47 61.69%),28 (0.23),←,
39,"Drummond, Josh",24y 94d,30 (13-1-16 45.00%),16 (0.53),←,
40,"Hamill, Will",20y 361d,3 (3-0-0 100.00%),1 (0.33),←,
5,"Harding, Scott",21y 33d,24 (10-1-13 43.75%),6 (0.25),←,
33,"Hooper, Rhan",19y 194d,16 (6-1-9 40.63%),13 (0.81),←,
44,"Lappin, Nigel",31y 31d,269 (158-5-106 59.67%),174 (0.65),208 (126-4-78 61.54%),134 (0.64)
23,"Leuenberger, Matthew",19y 45d,3 (3-0-0 100.00%),1 (0.33),←,
26,"Macdonald, Joel",22y 285d,38 (21-0-17 55.26%),5 (0.13),←,
9,"McGrath, Ashley",24y 63d,96 (54-1-41 56.77%),96 (1.00),←,
21,"Merrett, Daniel",22y 222d,40 (16-1-23 41.25%),16 (0.40),←,
25,"Mills, Wayde",19y 327d,10 (5-0-5 50.00%),,←,
8,"Notting, Tim",28y 274d,172 (104-2-66 61.05%),126 (0.73),←,
24,"Patfull, Joel",22y 227d,31 (12-1-18 40.32%),16 (0.52),←,
6,"Power, Luke",27y 195d,189 (115-1-73 61.11%),183 (0.97),←,
35,"Rischitelli, Michael",21y 195d,38 (16-1-21 43.42%),17 (0.45),←,
29,"Roe, Jason",23y 131d,26 (11-0-15 42.31%),4 (0.15),←,
28,"Selwood, Troy",23y 82d,42 (17-1-24 41.67%),7 (0.17),←,
32,"Stiller, Cheynee",21y 80d,29 (10-1-18 36.21%),8 (0.28),←,
Totals,Totals,23y 155d,1515 (849-23-643 56.04%),1046 (0.69),,
C,"Matthews, Leigh",55y 143d,433 (255-7-171 59.70%),,209 (130-2-77 62.68%),
